-9.71429e-01 3.52500e-02 3.13746e-04
-9.14286e-01 3.92043e-02 3.30876e-04
-8.57143e-01 4.31445e-02 3.47105e-04
-8.00000e-01 4.70429e-02 3.62448e-04
-7.42857e-01 5.05531e-02 3.75727e-04
-6.85714e-01 5.28039e-02 3.84000e-04
-6.28571e-01 5.39544e-02 3.88161e-04
-5.71429e-01 5.29072e-02 3.84376e-04
-5.14286e-01 5.18209e-02 3.80409e-04
-4.57143e-01 4.91456e-02 3.70460e-04
-4.00000e-01 4.48480e-02 3.53891e-04
-3.42857e-01 4.07011e-02 3.37133e-04
-2.85714e-01 3.52500e-02 3.13746e-04
-2.28571e-01 3.07876e-02 2.93215e-04
-1.71429e-01 2.62553e-02 2.70774e-04
-1.14286e-01 2.20274e-02 2.48016e-04
-5.71429e-02 1.82380e-02 2.25677e-04
0.00000e+00 1.55795e-02 2.08581e-04
5.71429e-02 1.35298e-02 1.94377e-04
1.14286e-01 1.13377e-02 1.77934e-04
1.71429e-01 9.70123e-03 1.64593e-04
2.28571e-01 8.20723e-03 1.51390e-04
2.85714e-01 7.15724e-03 1.41375e-04
3.42857e-01 6.25526e-03 1.32166e-04
4.00000e-01 5.55433e-03 1.24542e-04
4.57143e-01 4.69144e-03 1.14459e-04
5.14286e-01 4.33121e-03 1.09977e-04
5.71429e-01 4.01007e-03 1.05822e-04
6.28571e-01 3.48228e-03 9.86121e-05
6.85714e-01 2.89585e-03 8.99262e-05
7.42857e-01 2.60543e-03 8.52978e-05
8.00000e-01 2.46301e-03 8.29338e-05
8.57143e-01 2.13907e-03 7.72879e-05
9.14286e-01 1.78722e-03 7.06459e-05
9.71429e-01 1.71461e-03 6.91960e-05
1.02857e+00 1.49679e-03 6.46516e-05
1.08571e+00 1.28456e-03 5.98930e-05
1.14286e+00 1.04720e-03 5.40770e-05
1.20000e+00 9.35496e-04 5.11116e-05
1.25714e+00 9.32703e-04 5.10353e-05
1.31429e+00 7.62359e-04 4.61401e-05
1.37143e+00 6.42281e-04 4.23507e-05
1.42857e+00 5.64090e-04 3.96892e-05
1.48571e+00 4.10501e-04 3.38576e-05
1.54286e+00 3.57443e-04 3.15938e-05
1.60000e+00 3.71406e-04 3.22050e-05
1.65714e+00 2.56912e-04 2.67850e-05
1.71429e+00 1.98269e-04 2.35302e-05
1.77143e+00 1.84307e-04 2.26866e-05
1.82857e+00 1.25664e-04 1.87328e-05
1.88571e+00 1.31249e-04 1.91446e-05
1.94286e+00 9.77384e-05 1.65208e-05
2.00000e+00 5.02655e-05 1.18477e-05
2.05714e+00 6.42281e-05 1.33925e-05
2.11429e+00 5.30580e-05 1.21723e-05
2.17143e+00 4.18879e-05 1.08154e-05
2.22857e+00 2.51327e-05 8.37758e-06
2.28571e+00 1.67552e-05 6.84026e-06
2.34286e+00 8.37758e-06 4.83680e-06
2.40000e+00 2.51327e-05 8.37758e-06
2.45714e+00 2.79253e-06 2.79253e-06
2.51429e+00 1.11701e-05 5.58505e-06
2.57143e+00 2.79253e-06 2.79253e-06
2.62857e+00 5.58505e-06 3.94923e-06
2.68571e+00 2.79253e-06 2.79253e-06
2.74286e+00 2.79253e-06 2.79253e-06
2.80000e+00 2.79253e-06 2.79253e-06
2.85714e+00 0.00000e+00 0
2.91429e+00 0.00000e+00 0
2.97143e+00 0.00000e+00 0
