# Log10(L_[OIII]5008 / erg s^-1)
# Log10(Phi / cMpc^-3 dex^-1)
# Lower 1-sigma delta
# Upper 1-sigma delta

42.0  -2.67  0.20  0.18
42.2  -2.63  0.16  0.14
42.4  -2.83  0.12  0.10
42.6  -3.16  0.17  0.13
42.8  -3.34  0.19  0.13
43.0  -3.34  0.19  0.13
43.2  -3.66  0.30  0.18
43.4  -3.90  0.53  0.23
