# CANDELSData>	col 0: Mass	col 1: Size	Between redshifts 0.0 and 0.2
8.9080E+00 -5.9943E-02
8.4440E+00 -1.1991E-04
4.2690E+00 -7.0907E-01
6.6930E+00 1.8341E-03
7.1700E+00 -8.7964E-01
9.7750E+00 6.2093E-01
7.7590E+00 -2.2064E-01
1.0119E+01 4.5530E-01
7.9020E+00 2.5245E-01
9.1170E+00 4.9734E-01
9.5530E+00 4.2712E-01
6.1180E+00 -1.0151E-01
6.6020E+00 -5.8097E-01
8.9090E+00 4.7517E-01
6.6640E+00 -8.7555E-01
8.1240E+00 -1.3185E-01
8.2610E+00 -2.8993E-02
1.0443E+01 4.5239E-01
7.9330E+00 -5.9097E-03
8.9620E+00 5.7038E-01
7.8000E+00 2.5739E-03
9.2680E+00 2.6787E-02
8.1860E+00 -2.3319E-01
8.6310E+00 2.6050E-03
7.8640E+00 -1.2797E-01
9.2210E+00 5.3266E-02
6.2280E+00 -5.6793E-01
6.2560E+00 -5.4919E-01
8.3530E+00 -1.2361E-01
6.6820E+00 -3.8599E-01
7.6530E+00 -3.1032E-02
8.9050E+00 7.2407E-01
9.9210E+00 8.5664E-01
7.3670E+00 -1.2092E-01
8.3800E+00 3.1216E-01
8.1660E+00 1.0682E-01
8.9560E+00 5.5832E-01
6.8330E+00 -9.5982E-01
7.9370E+00 -6.6758E-02
9.3980E+00 1.7520E-01
9.3510E+00 2.9533E-01
5.8480E+00 -7.2383E-01
8.1930E+00 2.2233E-01
7.6930E+00 -1.8038E-03
8.3100E+00 3.8076E-01
9.1870E+00 2.3609E-01
6.8330E+00 -9.2862E-01
8.9270E+00 3.4600E-01
7.3820E+00 -2.3556E-01
8.7660E+00 8.1412E-02
6.9050E+00 -4.4642E-01
9.5020E+00 3.1105E-01
8.2670E+00 -9.7185E-02
8.7120E+00 1.6350E-01
8.7520E+00 7.9083E-02
8.9090E+00 3.7055E-01
8.4400E+00 1.5761E-01
8.5030E+00 5.7582E-02
7.5960E+00 -4.8500E-01
9.6400E+00 1.9455E-01
5.4840E+00 -9.8345E-01
9.0480E+00 2.7919E-01
8.6820E+00 3.5854E-01
7.2850E+00 -4.5149E-01
8.5850E+00 3.1861E-02
6.7260E+00 -4.2534E-01
8.8330E+00 5.6594E-03
8.2050E+00 -1.1026E-01
8.2720E+00 -3.2719E-03
9.2430E+00 2.1080E-01
7.6130E+00 -7.5808E-02
9.8660E+00 4.2436E-01
8.9140E+00 2.6992E-03
7.8610E+00 -3.1733E-02
6.9930E+00 -9.3285E-02
8.5370E+00 -1.5779E-01
7.8070E+00 2.1760E-02
7.3500E+00 -1.0105E-01
9.0290E+00 -9.6231E-02
5.7860E+00 -8.0743E-01
7.8040E+00 -8.7955E-02
9.6650E+00 1.9249E-01
9.3270E+00 4.8249E-01
8.8340E+00 8.7955E-02
8.9080E+00 -1.0724E-01
8.6350E+00 3.3178E-01
6.9290E+00 -5.5825E-01
7.7820E+00 -2.4156E-01
7.3480E+00 -6.0111E-01
7.2630E+00 -2.3595E-01
9.1680E+00 1.8111E-01
6.9590E+00 -2.1495E-03
8.3780E+00 2.3895E-01
6.8940E+00 -4.2130E-01
7.9490E+00 -2.3918E-01
8.8330E+00 1.6765E-01
8.9710E+00 4.5151E-01
8.6500E+00 2.0856E-01
7.5010E+00 -2.0045E-02
7.8650E+00 -3.0258E-01
6.6960E+00 -9.5289E-01
7.6750E+00 1.9187E-01
8.3280E+00 5.0931E-03
9.1190E+00 1.7785E-01
8.5100E+00 2.5667E-01
6.9190E+00 -2.3743E-01
7.0190E+00 1.1322E-01
6.6530E+00 -5.5099E-01
7.4580E+00 -2.4290E-01
8.3970E+00 -2.7164E-01
7.8480E+00 3.7887E-01
6.3600E+00 -8.1724E-01
8.7790E+00 1.7831E-01
9.1990E+00 -7.4255E-04
8.4390E+00 3.3768E-01
9.1010E+00 3.4369E-01
7.0290E+00 -4.6045E-01
9.1620E+00 3.9229E-01
8.9310E+00 4.0005E-01
8.6080E+00 9.3302E-02
9.1900E+00 4.7750E-01
8.0450E+00 -2.1782E-01
9.5250E+00 4.3629E-01
