     -19.5000    0.0011711350    0.0012030504   0.00074818734
     -19.0000    0.0012094395    0.0014811051   0.00077265594
     -18.5000    0.0013769647    0.0029921283   0.00087967871
     -18.0000    0.0060151393    0.0034364366    0.0026598802
     -17.5000    0.0088634344    0.0046763455    0.0026085516
     -17.0000     0.024498855    0.0063321047    0.0097397460
     -16.5000     0.027875622    0.0075089378     0.010723244
     -16.0000     0.047271292     0.029212828     0.018106904
     -15.5000      0.12540107     0.058869330     0.064866066
     -15.0000      0.12900071      0.14417543     0.069672522
     -14.5000      0.15602844      0.25807453      0.12764382
     -14.0000      0.18987645      0.47620689      0.15759751
     -12.5000       2.7359896       6.2927831       2.2708706
