-27.60  -6.88  0.25
-27.20  -6.88  0.25
-26.80  -7.34  0.43
-26.40  -6.56  0.18
-26.00  -6.05  0.10
-25.60  -5.91  0.09
-25.20  -5.82  0.08
-24.80  -5.64  0.07
-24.40  -5.64  0.06
-24.00  -5.50  0.06
-23.60  -5.58  0.07
-23.20  -5.38  0.10
-22.80  -5.69  0.45
