-28.40  -7.40  0.43
-28.00  -6.89  0.25
-27.60  -7.37  0.43
-27.20  -6.68  0.19
-26.80  -6.33  0.13
-26.40  -5.98  0.09
-26.00  -5.86  0.08
-25.60  -5.88  0.08
-25.20  -5.76  0.07
-24.80  -5.72  0.07
-24.40  -5.67  0.07
-24.00  -5.47  0.06
-23.60  -5.72  0.13
-23.20  -5.36  0.32
