#log(mass)      log_Phi    err_log_Phi_up  err_log_Phi_low 
	   9.50		-2.65		0.06		0.07
	   9.75		-2.78		0.07		0.08
	   10.00	-3.02		0.08		0.09
	   10.25	-3.21		0.09		0.10
	   10.50	-3.35		0.10		0.13
	   10.75	-3.75		0.13		0.17
	   11.00	-4.00		0.18		0.25
	   11.25	-4.14		0.17		0.28
	   11.50	-4.73		0.31		2.00
