#log(mass)      log_Phi    err_log_Phi_up err_log_Phi_low 
	   9.00     -2.2		0.05		0.06
	   9.25		-2.31		0.05		0.06
	   9.50		-2.41		0.05		0.06
	   9.75		-2.54		0.06		0.06
	   10.00	-2.67		0.06		0.07
	   10.25	-2.76		0.06		0.07
	   10.50	-2.87		0.07		0.08
	   10.75	-3.03		0.08		0.09
	   11.00	-3.13		0.08		0.10
	   11.25	-3.56		0.10		0.14
	   11.50	-4.27		0.12		0.15
