#RESOURCE=yCat_35210055
#Name: J/A+A/521/A55
#Title: The mass function of nearby black holes (Caramete+, 2010)
#Coosys G: galactic     
#Table J_A_A_521_A55_bh:
#Name: J/A+A/521/A55/bh
#Title: Catalog of the massive black hole used to construct the mass function
#---Details of Columns:
#    z             (F8.5)  [0/0.025] Redshift [ucd=src.redshift]
#    Mbh (MMsun)   (F8.3)  Black hole mass [ucd=phys.mass]
#    e_Mbh (MMsun) (F8.3)  Error on black hole mass [ucd=stat.error]
#-------- -------- --------
#         Mbh      e_Mbh   
#z        (MMsun)  (MMsun) 
#-------- -------- --------
 0.00533   95.577   47.788
 0.00600   76.480   38.240
 0.01119   70.042   35.021
 0.01329  119.298   59.649
 0.01398  338.340  169.170
 0.00566   14.729    7.364
 0.00565   15.326    7.663
 0.01704  123.646   61.823
 0.01648  101.390   50.695
 0.01248  106.400   53.200
 0.02087  203.329  101.664
 0.00579   73.408   36.704
 0.01447  108.569   54.284
 0.01501  278.323  139.161
 0.01255  210.094  105.047
 0.01296  190.515   95.258
 0.02312  164.239   82.119
 0.00565   10.501    5.251
 0.01952  306.567  153.283
 0.01455   65.390   32.695
 0.00611   21.500   10.750
 0.01920  213.791  106.896
 0.01220   45.286   22.643
 0.02102  283.700  141.850
 0.00411    8.866    4.433
 0.02268  210.727  105.364
 0.01478  148.572   74.286
 0.00355    9.121    4.561
 0.01438  110.125   55.063
 0.00537   23.732   11.866
 0.01502  115.114   57.557
 0.00687  104.671   52.336
 0.00593   23.729   11.865
 0.00508  147.717   73.859
 0.01329  104.321   52.161
 0.00404    9.910    4.955
 0.01162   42.284   21.142
 0.01342   71.454   35.727
 0.00588   94.603   47.301
 0.00508   25.534   12.767
 0.01556  497.351  248.675
 0.01690  106.615   53.307
 0.02499  193.026   96.513
 0.01423  136.583   68.292
 0.00357    5.631    2.815
 0.00598   29.864   14.932
 0.00779  215.949  107.974
 0.00467  281.466  140.733
 0.01402   83.298   41.649
 0.00424  213.879  106.939
 0.02390  281.179  140.590
 0.02145  329.551  164.776
 0.00406   23.337   11.668
 0.00890   44.103   22.052
 0.01903  154.597   77.299
 0.00827   19.966    9.983
 0.02353  171.429   85.714
 0.01538  246.792  123.396
 0.01213   79.849   39.924
 0.01294  132.737   66.368
 0.02292  163.448   81.724
 0.01448  484.981  242.490
 0.00434   24.715   12.358
 0.00639  106.396   53.198
 0.02280  275.943  137.971
 0.02097  139.903   69.951
 0.00546    9.767    4.884
 0.02280  241.891  120.945
 0.01687  378.334  189.167
 0.01363   95.042   47.521
 0.01141  111.329   55.664
 0.02175  321.978  160.989
 0.01277  137.312   68.656
 0.00502   22.053   11.027
 0.02429  367.748  183.874
 0.00557  101.535   50.767
 0.00481   42.555   21.277
 0.00441   48.784   24.392
 0.01916  349.767  174.883
 0.01432  156.630   78.315
 0.00694   22.800   11.400
 0.01324  281.513  140.756
 0.02365  174.946   87.473
 0.02286  379.654  189.827
 0.02499  438.547  219.273
 0.00529   86.977   43.489
 0.00499   29.179   14.589
 0.01399   96.822   48.411
 0.00723   20.560   10.280
 0.02215  364.834  182.417
 0.01351  234.256  117.128
 0.00573  172.999   86.500
 0.01392  575.367  287.683
 0.01130   59.518   29.759
 0.01987  152.601   76.301
 0.01350   65.675   32.837
 0.00962   27.357   13.678
 0.01161   43.927   21.963
 0.00519   24.548   12.274
 0.01477  178.381   89.190
 0.00384   79.399   39.700
 0.01120  136.868   68.434
 0.02139  243.068  121.534
 0.02325  249.917  124.959
 0.02167  202.911  101.456
 0.02188  362.378  181.189
 0.02439  240.221  120.111
 0.01201  160.331   80.166
 0.02352  329.589  164.795
 0.02164  167.071   83.536
 0.01275   80.862   40.431
 0.01238   78.842   39.421
 0.01700  319.699  159.850
 0.01185  136.734   68.367
 0.02271  167.213   83.606
 0.02255  165.060   82.530
 0.02088  147.398   73.699
 0.00630   17.164    8.582
 0.01605  131.267   65.633
 0.01404   99.336   49.668
 0.02229  529.423  264.711
 0.01229  139.943   69.971
 0.01294   99.767   49.884
 0.01589  272.703  136.352
 0.01274  176.225   88.112
 0.00908   48.067   24.033
 0.00560  132.524   66.262
 0.01630   88.705   44.353
 0.01657  296.592  148.296
 0.01495   86.476   43.238
 0.01070   80.388   40.194
 0.01610   79.957   39.978
 0.00484    7.990    3.995
 0.01664  285.204  142.602
 0.00535   51.015   25.507
 0.01502  329.948  164.974
 0.00488  136.090   68.045
 0.01334  161.449   80.724
 0.01448   82.631   41.316
 0.02134  222.955  111.477
 0.01491  126.739   63.369
 0.02190  159.984   79.992
 0.00300    2.680    1.340
 0.00570  155.077   77.538
 0.01388  174.082   87.041
 0.00473   13.979    6.990
 0.01413   91.165   45.582
 0.01446  141.946   70.973
 0.00802   58.672   29.336
 0.01587   85.703   42.852
 0.00890   36.524   18.262
 0.02415  216.927  108.464
 0.02489  181.676   90.838
 0.01066  236.910  118.455
 0.01980  219.542  109.771
 0.01378   74.454   37.227
 0.02454  277.096  138.548
 0.01520  148.219   74.109
 0.01919  124.720   62.360
 0.02183  150.416   75.208
 0.01046  131.887   65.943
 0.00714  130.434   65.217
 0.02183  191.291   95.645
 0.01377   81.819   40.910
 0.01208   77.209   38.604
 0.02226  215.038  107.519
 0.02260  297.085  148.543
 0.00466  352.533  176.267
 0.01351  162.047   81.024
 0.00540   48.405   24.203
 0.02265  275.350  137.675
 0.02007  215.043  107.522
 0.02257  218.121  109.060
 0.02229  690.058  345.029
 0.01738  133.917   66.959
 0.01652  132.587   66.294
 0.02305  209.649  104.824
 0.01578  107.801   53.900
 0.02165  294.187  147.093
 0.02060  252.793  126.396
 0.02211  156.157   78.079
 0.02253  301.211  150.606
 0.02189  233.323  116.662
 0.00996  190.680   95.340
 0.01710  165.989   82.994
 0.01472  311.031  155.515
 0.01812  127.736   63.868
 0.00597   32.291   16.146
 0.02383  261.840  130.920
 0.00910   61.644   30.822
 0.02300  194.287   97.143
 0.02331  276.048  138.024
 0.00981   45.617   22.808
 0.01518  129.467   64.734
 0.00811   90.822   45.411
 0.01062  238.008  119.004
 0.02284  183.847   91.923
 0.02127  216.392  108.196
 0.00452  201.231  100.616
 0.01054   76.282   38.141
 0.01694  185.723   92.861
 0.00691   35.002   17.501
 0.02140  136.980   68.490
 0.01584   97.040   48.520
 0.01543  244.090  122.045
 0.02057  196.561   98.281
 0.02377  203.470  101.735
 0.00407   17.582    8.791
 0.01187   74.999   37.499
 0.00484  217.509  108.754
 0.01368  155.078   77.539
 0.01615  120.323   60.161
 0.02078  155.184   77.592
 0.01386   75.492   37.746
 0.01422  111.272   55.636
 0.02077  250.185  125.092
 0.01345  272.756  136.378
 0.01637   81.647   40.823
 0.02198  190.391   95.195
 0.00930   30.355   15.178
 0.01940  138.099   69.050
 0.01620   87.073   43.537
 0.00553  168.369   84.184
 0.00716   74.640   37.320
 0.02082  244.765  122.382
 0.01272   86.675   43.337
 0.01205  196.746   98.373
 0.01372   99.732   49.866
 0.01308  520.878  260.439
 0.00995  117.266   58.633
 0.01365   54.650   27.325
 0.01463  167.292   83.646
 0.02154  194.608   97.304
 0.01242  121.222   60.611
 0.00921  165.510   82.755
 0.00662   48.996   24.498
 0.00585   44.740   22.370
 0.00995  108.301   54.151
 0.02263  293.439  146.720
 0.00639   58.955   29.477
 0.01343  134.938   67.469
 0.01255  209.029  104.514
 0.01791  408.305  204.153
 0.00456    8.362    4.181
 0.00368    6.095    3.047
 0.01741  188.228   94.114
 0.01661  122.581   61.290
 0.02232  154.616   77.308
 0.00424  365.527  182.763
 0.01874  197.573   98.786
 0.00573   16.274    8.137
 0.02170  164.130   82.065
 0.02088  280.682  140.341
 0.00327   30.438   15.219
 0.02170  226.479  113.239
 0.00504   78.901   39.451
 0.02225  245.090  122.545
 0.01408  213.982  106.991
 0.02148  244.667  122.333
 0.01455  269.733  134.867
 0.02196  275.558  137.779
 0.01547  118.193   59.097
 0.00962  121.901   60.951
 0.02171  268.898  134.449
 0.01046  197.243   98.622
 0.01971  205.181  102.590
 0.01026  119.077   59.539
 0.00448   96.279   48.140
 0.00774  216.319  108.159
 0.00625   26.479   13.240
 0.01956  193.015   96.508
 0.01945  127.992   63.996
 0.02290  669.783  334.892
 0.00390  107.472   53.736
 0.01813  183.542   91.771
 0.01216  112.667   56.334
 0.02025  227.462  113.731
 0.00433   32.947   16.474
 0.01659  171.136   85.568
 0.01337  106.034   53.017
 0.01178   62.944   31.472
 0.01665  120.634   60.317
 0.00958   75.344   37.672
 0.01376  106.617   53.308
 0.00656  150.852   75.426
 0.00278   30.802   15.401
 0.00536   25.711   12.855
 0.02259  169.817   84.909
 0.00418  115.681   57.841
 0.00320  241.045  120.522
 0.00223   21.674   10.837
 0.00410  155.618   77.809
 0.00498   83.340   41.670
 0.02435  243.681  121.840
 0.01641  219.922  109.961
 0.02150  260.294  130.147
 0.01718  259.140  129.570
 0.00612  114.392   57.196
 0.00608   26.313   13.156
 0.01248   87.732   43.866
 0.01629  137.430   68.715
 0.00222   39.924   19.962
 0.02332  244.509  122.255
 0.00464   43.565   21.782
 0.01876  141.797   70.899
 0.00616   49.192   24.596
 0.00620   71.761   35.881
 0.02190  207.719  103.859
 0.01947  270.636  135.318
 0.01306  139.704   69.852
 0.01317   95.212   47.606
 0.00454  166.482   83.241
 0.01183   78.181   39.091
 0.01536   79.433   39.716
 0.02122  258.865  129.433
 0.00670  227.716  113.858
 0.00956   69.957   34.978
 0.00463    6.996    3.498
 0.02245  253.154  126.577
 0.01645  212.898  106.449
 0.01662  146.522   73.261
 0.00944   62.288   31.144
 0.02050  406.759  203.380
 0.00398    8.715    4.358
 0.02199  593.247  296.623
 0.01745  105.591   52.796
 0.00912   60.062   30.031
 0.01191  147.050   73.525
 0.02215  172.225   86.112
 0.01012   51.155   25.578
 0.00935   66.266   33.133
 0.02270  274.863  137.431
 0.00991   30.309   15.155
 0.02313  155.687   77.843
 0.02248  467.151  233.576
 0.00441    3.547    1.773
 0.02134  194.848   97.424
 0.02239  185.684   92.842
 0.01931  209.130  104.565
 0.00479   24.415   12.208
 0.00446    5.827    2.913
 0.02340  431.649  215.824
 0.00280   41.701   20.851
 0.01923  345.050  172.525
 0.02343  372.772  186.386
 0.01169  138.480   69.240
 0.00390   41.927   20.964
 0.00347  157.596   78.798
 0.01314  217.726  108.863
 0.01005   39.838   19.919
 0.02294  185.647   92.824
 0.00866  129.791   64.896
 0.02002  122.426   61.213
 0.02190  148.305   74.152
 0.00304  184.692   92.346
 0.00722   70.518   35.259
 0.00235   74.690   37.345
 0.00635  140.376   70.188
 0.02337  206.451  103.225
 0.01895  165.579   82.790
 0.02317  598.139  299.070
 0.00419    7.575    3.788
 0.02126  137.505   68.752
 0.02261  157.640   78.820
 0.02192  203.137  101.569
 0.00915  119.407   59.703
 0.00520   25.263   12.632
 0.01994  115.450   57.725
 0.02150  150.919   75.460
 0.02120  171.435   85.718
 0.02107  665.939  332.969
 0.01831  140.251   70.126
 0.00226   54.004   27.002
 0.02045  280.703  140.351
 0.02141  369.508  184.754
 0.00299  170.966   85.483
 0.01333   93.065   46.533
 0.01805  118.600   59.300
 0.00891   24.387   12.193
 0.02473  188.963   94.481
 0.00977  107.311   53.655
 0.01696  191.224   95.612
 0.02035  215.372  107.686
 0.02153  221.103  110.552
 0.01817  367.655  183.828
 0.01000   89.082   44.541
 0.02259  339.858  169.929
 0.00540  273.259  136.630
 0.01875  111.565   55.783
 0.00540   40.943   20.471
 0.01866  154.793   77.396
 0.00427    7.451    3.726
 0.01670  176.248   88.124
 0.02067  227.882  113.941
 0.01813  265.455  132.728
 0.00521   12.219    6.109
 0.02321  277.652  138.826
 0.01535  276.334  138.167
 0.02224  544.171  272.085
 0.02417  174.077   87.038
 0.02172  486.438  243.219
 0.00505   44.347   22.173
 0.00838  122.962   61.481
 0.01958  317.680  158.840
 0.02096  141.754   70.877
 0.00626  188.195   94.098
 0.00782   89.638   44.819
 0.01244   97.494   48.747
 0.00547   18.714    9.357
 0.01962  231.933  115.967
 0.02181  223.161  111.581
 0.00445    5.310    2.655
 0.00580   20.837   10.419
 0.01982  261.977  130.989
 0.01985  180.181   90.090
 0.00432   53.808   26.904
 0.02135  149.082   74.541
 0.00247   19.164    9.582
 0.01969  165.150   82.575
 0.00575   45.522   22.761
 0.00362    5.260    2.630
 0.01117   89.725   44.862
 0.00472   79.767   39.884
 0.02273  170.981   85.491
 0.00613   21.781   10.890
 0.00608   81.234   40.617
 0.00475  319.908  159.954
 0.00442   61.324   30.662
 0.01930  321.394  160.697
 0.00679  110.353   55.176
 0.02046  325.590  162.795
 0.00434  146.189   73.095
 0.01921  422.967  211.484
 0.00714   28.095   14.047
 0.01226   92.518   46.259
 0.01946  185.555   92.778
 0.00710  105.778   52.889
 0.01045   34.023   17.011
 0.00649  196.883   98.441
 0.00825  104.065   52.033
 0.01259  177.982   88.991
 0.00894   48.895   24.447
 0.00572   65.024   32.512
 0.00307   31.109   15.554
 0.01587  479.548  239.774
 0.01145   38.375   19.187
 0.01528  281.230  140.615
 0.00473   16.312    8.156
 0.02130  304.640  152.320
 0.01494  134.005   67.003
 0.00461   57.585   28.792
 0.00336    9.591    4.796
 0.01157  123.681   61.841
 0.01623  100.073   50.037
 0.01575  237.815  118.907
 0.00289   53.085   26.543
 0.02059  133.681   66.840
 0.01125   63.987   31.994
 0.00546  319.043  159.521
 0.00472    7.330    3.665
 0.00449  169.319   84.660
 0.00413  134.180   67.090
 0.00440   29.059   14.530
 0.01907  201.785  100.893
 0.01607  122.945   61.473
 0.02006  153.494   76.747
 0.00458   14.019    7.010
 0.00454  138.333   69.166
 0.01142   48.697   24.348
 0.00613  200.655  100.328
 0.01108   67.594   33.797
 0.00864   98.337   49.168
 0.01106  220.400  110.200
 0.02106  130.170   65.085
 0.01303   76.175   38.087
 0.01993  368.699  184.349
 0.01321   69.331   34.665
 0.02053  268.266  134.133
 0.02280  157.291   78.646
 0.02076  290.966  145.483
 0.00307   29.854   14.927
 0.00691 1089.243  544.622
 0.02017  151.650   75.825
 0.01148   80.704   40.352
 0.02028  288.760  144.380
 0.02141  137.906   68.953
 0.00989   45.511   22.756
 0.00745   24.130   12.065
 0.00989   42.480   21.240
 0.00730   25.456   12.728
 0.00534   11.564    5.782
 0.01100   39.194   19.597
 0.02078  262.177  131.089
 0.00626   29.205   14.603
 0.02243  278.179  139.089
 0.02165  162.969   81.484
 0.02211  516.804  258.402
 0.00706  174.611   87.306
 0.02137  264.336  132.168
 0.02122  237.312  118.656
 0.00647  217.037  108.518
 0.02282  207.059  103.530
 0.01180   43.672   21.836
 0.00538    6.628    3.314
 0.00587  576.559  288.279
 0.00455   19.124    9.562
 0.00209   11.148    5.574
 0.02210  193.896   96.948
 0.00817  100.617   50.309
 0.00612   61.575   30.788
 0.02177  163.465   81.732
 0.00281  189.417   94.708
 0.02169  265.844  132.922
 0.00294    6.702    3.351
 0.00594  264.642  132.321
 0.00574   60.808   30.404
 0.01521   77.960   38.980
 0.01573  275.592  137.796
 0.00332  154.384   77.192
 0.00269  174.879   87.440
 0.02079  141.234   70.617
 0.00498   38.723   19.362
 0.00705  112.300   56.150
 0.01450  171.200   85.600
 0.00566   64.274   32.137
 0.00242  129.307   64.653
 0.01592  376.468  188.234
 0.02144  226.442  113.221
 0.01615  206.887  103.443
 0.01971  315.132  157.566
 0.01798  175.113   87.557
 0.02248  185.292   92.646
 0.02087  402.485  201.242
 0.02406  470.738  235.369
 0.02196  208.761  104.381
 0.01987  123.269   61.634
 0.01009  180.932   90.466
 0.02457  462.266  231.133
 0.00527   11.887    5.944
 0.02107  202.173  101.086
 0.00824   42.888   21.444
 0.02442  406.605  203.302
 0.02384  322.485  161.242
 0.00887  183.162   91.581
 0.02149  531.349  265.674
 0.02244  192.676   96.338
 0.01623  169.168   84.584
 0.02403  462.580  231.290
 0.01945  160.359   80.179
 0.00657   95.174   47.587
 0.02110  382.291  191.145
 0.02241  203.212  101.606
 0.01679  174.097   87.049
 0.02175  273.292  136.646
 0.02086  206.851  103.426
 0.02073  202.910  101.455
 0.00633  167.618   83.809
 0.01967  400.126  200.063
 0.01694  201.498  100.749
 0.02446  220.953  110.477
 0.02222  162.538   81.269
 0.00565   46.015   23.007
 0.01915  152.894   76.447
 0.02366  213.116  106.558
 0.01106  125.134   62.567
 0.02046  168.528   84.264
 0.01730  309.657  154.828
 0.01074   51.985   25.992
 0.02036  179.881   89.941
 0.02251  187.925   93.962
 0.01457   96.008   48.004
 0.00578   43.156   21.578
 0.02394  379.172  189.586
 0.00685  120.258   60.129
 0.00848   35.659   17.830
 0.01607   91.393   45.696
 0.01905  262.046  131.023
 0.00899   67.252   33.626
 0.02282  228.024  114.012
 0.02038  509.526  254.763
 0.01286  138.548   69.274
 0.02097  682.260  341.130
 0.00577   21.396   10.698
 0.01152  162.918   81.459
 0.01519   85.179   42.589
 0.01105  147.759   73.880
 0.01992  400.074  200.037
 0.02038  324.839  162.419
 0.00564   41.452   20.726
 0.02075  233.206  116.603
 0.01568   72.687   36.344
 0.00591   15.392    7.696
 0.02105  218.278  109.139
 0.00695   46.077   23.038
 0.00557   29.657   14.828
 0.00559  374.944  187.472
 0.00615   94.255   47.127
 0.00546  149.890   74.945
 0.02010  401.627  200.814
 0.00344   34.506   17.253
 0.02032  244.612  122.306
 0.01508  111.192   55.596
 0.00323   47.503   23.752
 0.01665  140.242   70.121
 0.01484  108.821   54.411
 0.02161  160.478   80.239
 0.00907   82.888   41.444
 0.01915  134.110   67.055
 0.00790  259.258  129.629
 0.01856  211.276  105.638
 0.01686  283.009  141.504
 0.01712  125.342   62.671
 0.01498  143.884   71.942
 0.00349   34.733   17.366
 0.00807   51.731   25.865
 0.01635   90.048   45.024
 0.01880  113.199   56.599
 0.01260   66.938   33.469
 0.00901   76.566   38.283
 0.02016  229.002  114.501
 0.01758  349.359  174.680
 0.00872  106.738   53.369
 0.01213  118.404   59.202
 0.01700  178.931   89.465
 0.01303   64.775   32.388
 0.01859  129.404   64.702
 0.00665   65.055   32.528
 0.00974  254.588  127.294
 0.01470  108.908   54.454
 0.01497  154.456   77.228
 0.00280  275.292  137.646
 0.01849  237.834  118.917
 0.01891  170.494   85.247
 0.00930   34.384   17.192
 0.00221  172.757   86.378
 0.00820   54.766   27.383
 0.01947  168.883   84.441
 0.00929  108.798   54.399
 0.01575  100.862   50.431
 0.01042   53.902   26.951
 0.00233    1.697    0.848
 0.01887  254.606  127.303
 0.00954   30.364   15.182
 0.01689  173.662   86.831
 0.01273   57.834   28.917
 0.01482  297.224  148.612
 0.00299   58.584   29.292
 0.00658  216.023  108.011
 0.01283  102.276   51.138
 0.02169  176.843   88.421
 0.00304    4.303    2.151
 0.02111  167.374   83.687
 0.00319   10.872    5.436
 0.01801  140.511   70.256
 0.00387    4.429    2.215
 0.00304   22.520   11.260
 0.00697  161.576   80.788
 0.01439   81.995   40.998
 0.00702   36.326   18.163
 0.01446  304.189  152.095
 0.02309  168.810   84.405
 0.02110  203.550  101.775
 0.01494  116.436   58.218
 0.00771  139.539   69.770
 0.00811   37.515   18.757
 0.02128  166.115   83.057
 0.02354  176.219   88.110
 0.00878  178.148   89.074
 0.01927  286.871  143.435
 0.00323    3.084    1.542
 0.02111  177.080   88.540
 0.02317  198.742   99.371
 0.01537  111.861   55.931
 0.01403   66.817   33.409
 0.01393   80.060   40.030
 0.02151  211.870  105.935
 0.00329    3.677    1.839
 0.02282  222.160  111.080
 0.02322  320.940  160.470
 0.01510  249.753  124.877
 0.01630  123.603   61.802
 0.00388   39.159   19.579
 0.02404  234.453  117.227
 0.01063  287.481  143.740
 0.01143  424.226  212.113
 0.00141    0.105    0.052
 0.01597  210.385  105.193
 0.00415   25.790   12.895
 0.00328   82.058   41.029
 0.02309  175.584   87.792
 0.01703  102.640   51.320
 0.01933  127.600   63.800
 0.01424   74.169   37.085
 0.02105  141.062   70.531
 0.02461  389.413  194.707
 0.00500   45.541   22.771
 0.01575  185.968   92.984
 0.01157  104.071   52.035
 0.01913  205.000  102.500
 0.02119  247.794  123.897
 0.00230  108.554   54.277
 0.00340  153.322   76.661
 0.01847  239.036  119.518
 0.01255  158.933   79.466
 0.02063  228.957  114.479
 0.00847  232.414  116.207
 0.00471   11.133    5.567
 0.01748  151.363   75.682
 0.00390   10.419    5.209
 0.00672   20.586   10.293
 0.01447  256.156  128.078
 0.00876  225.827  112.913
 0.00988  127.831   63.916
 0.01850  105.023   52.511
 0.00744   17.502    8.751
 0.01841  167.972   83.986
 0.02271  172.577   86.289
 0.01652  182.853   91.427
 0.01793  117.664   58.832
 0.01616 3352.270 1676.135
 0.00809   21.461   10.731
 0.00529   28.589   14.295
 0.01270   61.509   30.754
 0.01441  163.198   81.599
 0.01688   89.534   44.767
 0.01355   54.232   27.116
 0.00678  113.129   56.565
 0.01562  197.416   98.708
 0.01619  148.790   74.395
 0.01350   58.775   29.387
 0.01544  246.892  123.446
 0.01743  349.689  174.845
 0.00751   23.169   11.584
 0.01750  105.187   52.594
 0.02236  185.649   92.824
 0.00782   59.496   29.748
 0.02077  198.074   99.037
 0.00851   79.058   39.529
 0.00728  118.275   59.137
 0.01334   82.622   41.311
 0.00768  296.418  148.209
 0.01769  321.915  160.958
 0.01206   47.473   23.736
 0.00392  109.783   54.892
 0.01560  109.946   54.973
 0.01518  248.062  124.031
 0.00942   87.315   43.658
 0.01514   92.820   46.410
 0.02232  171.305   85.653
 0.02036  226.368  113.184
 0.02093  171.097   85.549
 0.01682  286.376  143.188
 0.01168   83.430   41.715
 0.02047  397.551  198.776
 0.00701  594.116  297.058
 0.00377   64.679   32.339
 0.02169  336.346  168.173
 0.00359  124.454   62.227
 0.02044  161.582   80.791
 0.00789   49.549   24.774
 0.00753  205.335  102.667
 0.01965  138.329   69.164
 0.01144  119.075   59.537
 0.01692  211.099  105.549
 0.01314   59.036   29.518
 0.01643  133.339   66.669
 0.00733  121.516   60.758
 0.00867   54.667   27.334
 0.00723   22.819   11.410
 0.01015  137.505   68.753
 0.01318  104.556   52.278
 0.02153  137.339   68.670
 0.01336   86.564   43.282
 0.00620   33.723   16.862
 0.01322  651.601  325.801
 0.00628   24.728   12.364
 0.01820  129.504   64.752
 0.01410   76.562   38.281
 0.02334  385.337  192.668
 0.01828  105.025   52.512
 0.00417  273.854  136.927
 0.00495   45.870   22.935
 0.00585   21.969   10.985
 0.00814   71.880   35.940
 0.00833  107.100   53.550
 0.01294   68.927   34.463
 0.00693   33.650   16.825
 0.01293   80.659   40.329
 0.01808  118.995   59.497
 0.01724  424.388  212.194
 0.01172   71.301   35.650
 0.02425  350.012  175.006
 0.02206  208.430  104.215
 0.01731  151.891   75.945
 0.01936  802.904  401.452
 0.01625   76.942   38.471
 0.01881  115.128   57.564
 0.00330    3.449    1.725
 0.01880  365.177  182.588
 0.01811  156.831   78.416
 0.01990  446.163  223.082
 0.02266  202.481  101.240
 0.00798  111.830   55.915
 0.01768  216.522  108.261
 0.00957   31.190   15.595
 0.01291   68.272   34.136
 0.00799   43.996   21.998
 0.00818   53.111   26.556
 0.00860   72.692   36.346
 0.02061  312.363  156.181
 0.00841   64.667   32.333
 0.00767   28.445   14.222
 0.01954  113.924   56.962
 0.01478  101.217   50.609
 0.01327   99.021   49.510
 0.00555  232.046  116.023
 0.01600  216.213  108.107
 0.01807  171.734   85.867
 0.01440  121.035   60.518
 0.01971  226.897  113.448
 0.00311    5.626    2.813
 0.01511  135.314   67.657
 0.01166  121.355   60.678
 0.00808   79.671   39.836
 0.01218  103.714   51.857
 0.01277   69.359   34.680
 0.01593  229.837  114.918
 0.02018  139.381   69.690
 0.01506  346.150  173.075
 0.01494  218.649  109.324
 0.01189   89.680   44.840
 0.02211  239.511  119.756
 0.00843   78.208   39.104
 0.00836  144.739   72.369
 0.02285  217.445  108.723
 0.01979  117.855   58.927
 0.00211    0.613    0.306
 0.02169  149.041   74.521
 0.00758   67.455   33.727
 0.00851  113.332   56.666
 0.01502  205.757  102.878
 0.01779   92.799   46.400
 0.01735  179.220   89.610
 0.01857  150.996   75.498
 0.00326   88.055   44.028
 0.00344    7.882    3.941
 0.01332   77.587   38.794
 0.00832  333.179  166.589
 0.01907  139.260   69.630
 0.01851  100.038   50.019
 0.01290  188.409   94.205
 0.00817   48.579   24.289
 0.00848   78.429   39.215
 0.00325   17.098    8.549
 0.00779   28.380   14.190
 0.01536  275.674  137.837
 0.01227  132.684   66.342
 0.02017  152.817   76.408
 0.02061  148.906   74.453
 0.01620  224.226  112.113
 0.01860  126.053   63.027
 0.01482  100.674   50.337
 0.01445  127.269   63.635
 0.00346   49.873   24.937
 0.00849   84.488   42.244
 0.01527  406.718  203.359
 0.01730  186.093   93.047
 0.00298   58.281   29.141
 0.00935   38.075   19.037
 0.00903   63.348   31.674
 0.01894  341.574  170.787
 0.01228  165.706   82.853
 0.00328    4.787    2.394
 0.01184   52.558   26.279
 0.00901   31.423   15.712
 0.00355  119.582   59.791
 0.00844  228.649  114.325
 0.02013  172.721   86.361
 0.02396  326.559  163.279
 0.02015  118.462   59.231
 0.02490  270.945  135.473
 0.02187  175.859   87.929
 0.01820  165.456   82.728
 0.01910  157.224   78.612
 0.01980  272.121  136.060
 0.01934  292.170  146.085
 0.00825  173.250   86.625
 0.01626  178.025   89.013
 0.02464  192.783   96.392
 0.00935   55.749   27.875
 0.00504   53.873   26.937
 0.00534   21.105   10.552
 0.02468  361.925  180.963
 0.01872  265.950  132.975
 0.00936  146.679   73.340
 0.01574  149.286   74.643
 0.01395   84.360   42.180
 0.02065  218.875  109.437
 0.00968  142.498   71.249
 0.00314    5.295    2.647
 0.00957  234.282  117.141
 0.01221  102.323   51.162
 0.00865   39.712   19.856
 0.00930  286.600  143.300
 0.01864  103.915   51.958
 0.02039  210.909  105.454
 0.00814  137.344   68.672
 0.00903  126.813   63.406
 0.01214  131.517   65.759
 0.00864   24.792   12.396
 0.01193   60.719   30.359
 0.00407  286.632  143.316
 0.01582  193.975   96.987
 0.00047    2.543    1.271
 0.00861  280.408  140.204
 0.01550  193.323   96.661
 0.00809  120.242   60.121
 0.00360  347.255  173.628
 0.00892  260.452  130.226
 0.02001  246.009  123.005
 0.00355   57.662   28.831
 0.01752  149.333   74.666
 0.00428   71.037   35.519
 0.00367   66.777   33.389
 0.00365    4.642    2.321
 0.00809   46.044   23.022
 0.01989  311.338  155.669
 0.00845   42.844   21.422
 0.01338   84.731   42.365
 0.00264  155.890   77.945
 0.01228   66.076   33.038
 0.02230  241.032  120.516
 0.02020  180.138   90.069
 0.01537  105.139   52.570
 0.00891  261.173  130.586
 0.00350  216.819  108.410
 0.00888   48.229   24.114
 0.00941   56.136   28.068
 0.00854   50.292   25.146
 0.00934  101.202   50.601
 0.01187   63.334   31.667
 0.01403  196.632   98.316
 0.00941   84.653   42.327
 0.00992   37.086   18.543
 0.01183  164.524   82.262
 0.00833  140.531   70.266
 0.00620   15.686    7.843
 0.02490  536.317  268.158
 0.01973  194.544   97.272
 0.01225  113.662   56.831
 0.00739  153.854   76.927
 0.01969  150.896   75.448
 0.00243  260.764  130.382
 0.02047  162.056   81.028
 0.01343  462.310  231.155
 0.01248  112.555   56.277
 0.02283  340.916  170.458
 0.01396  160.735   80.367
 0.02454  590.931  295.465
 0.00307   33.104   16.552
 0.00366    8.242    4.121
 0.01261  151.017   75.509
 0.00384    5.515    2.757
 0.01236  107.143   53.572
 0.01488  190.558   95.279
 0.00392  160.270   80.135
 0.01174  116.949   58.475
 0.01301  127.784   63.892
 0.01414   66.197   33.099
 0.01976  403.424  201.712
 0.01274   80.773   40.387
 0.01094   38.080   19.040
 0.01784  200.507  100.253
 0.01127  300.525  150.263
 0.01117  186.783   93.392
 0.01451   94.124   47.062
 0.01469  125.676   62.838
 0.01216  169.846   84.923
