#RESOURCE=yCat_35210055
#Name: J/A+A/521/A55
#Title: The mass function of nearby black holes (Caramete+, 2010)
#Coosys G: galactic     
#Table J_A_A_521_A55_bh:
#Name: J/A+A/521/A55/bh
#Title: Catalog of the massive black hole used to construct the mass function
#---Details of Columns:
#    z             (F8.5)  [0/0.025] Redshift [ucd=src.redshift]
#    Mbh (MMsun)   (F8.3)  Black hole mass [ucd=phys.mass]
#    e_Mbh (MMsun) (F8.3)  Error on black hole mass [ucd=stat.error]
#-------- -------- --------
#         Mbh      e_Mbh   
#z        (MMsun)  (MMsun) 
#-------- -------- --------
 0.01424  151.498   75.749
 0.01916  264.593  132.297
 0.01926  179.376   89.688
 0.01872  170.451   85.225
 0.02043  542.746  271.373
 0.01460  129.620   64.810
 0.01096  112.649   56.324
 0.01147   92.974   46.487
 0.02006  366.032  183.016
 0.01821  262.150  131.075
 0.01762  204.195  102.098
 0.00744   51.701   25.851
 0.00953   44.955   22.477
 0.02045  287.173  143.587
 0.00692   23.689   11.845
 0.00663   16.556    8.278
 0.01494  121.427   60.713
 0.01243  207.711  103.856
 0.01431  120.856   60.428
 0.01377  232.089  116.045
 0.00840  248.847  124.424
 0.02133  297.912  148.956
 0.01006  560.497  280.248
 0.02015  128.739   64.369
 0.00414    5.112    2.556
 0.01904  232.733  116.367
 0.02201  180.097   90.049
 0.02441  232.711  116.355
 0.02426  212.407  106.204
 0.01361  101.167   50.584
 0.01494  107.429   53.714
 0.02460  972.877  486.438
 0.01592  167.789   83.895
 0.01329   70.725   35.362
 0.01692  502.210  251.105
 0.01665  206.496  103.248
 0.01471  199.727   99.863
 0.01323   99.963   49.981
 0.02106  367.873  183.937
 0.02217  348.496  174.248
 0.02223  214.065  107.032
 0.01463  311.099  155.549
 0.02495  391.764  195.882
 0.00272  307.268  153.634
 0.02195  216.938  108.469
 0.02106  577.711  288.855
 0.00545   53.914   26.957
 0.01423  163.838   81.919
 0.02218  164.313   82.156
 0.02315  232.088  116.044
 0.02223  294.054  147.027
 0.01402  105.358   52.679
 0.00977   29.213   14.607
 0.02139  260.046  130.023
 0.01844  185.319   92.660
 0.01816  152.325   76.163
 0.01965  186.887   93.444
 0.00975   50.280   25.140
 0.02269  161.326   80.663
 0.00626   25.958   12.979
 0.02205  344.957  172.479
 0.02499  255.305  127.652
 0.01098   42.239   21.119
 0.00598  166.539   83.269
 0.02334  411.245  205.623
 0.02165  140.250   70.125
 0.01515  123.314   61.657
 0.00706   77.911   38.956
 0.01755  261.361  130.681
 0.01713  209.799  104.900
 0.02420  172.115   86.057
 0.02258  303.747  151.874
 0.01560  100.709   50.355
 0.01983  139.541   69.770
 0.00675  140.459   70.230
 0.00360    8.461    4.231
 0.02226  165.805   82.903
 0.02017  388.483  194.241
 0.01773  427.966  213.983
 0.02119  133.073   66.537
 0.02181  166.716   83.358
 0.02256  375.442  187.721
 0.02447  181.029   90.515
 0.00271   27.642   13.821
 0.01686  108.344   54.172
 0.02069  457.535  228.768
 0.02285  688.348  344.174
 0.02142  160.497   80.249
 0.00711   38.834   19.417
 0.02295  182.418   91.209
 0.02321  236.320  118.160
 0.00570   60.450   30.225
 0.01735  111.234   55.617
 0.00368   54.206   27.103
 0.01823  149.132   74.566
 0.01353  322.237  161.119
 0.01355  120.006   60.003
 0.00555   69.872   34.936
 0.01902  793.644  396.822
 0.01780  189.463   94.732
 0.01304  226.018  113.009
 0.00861   91.053   45.527
 0.01776  605.301  302.650
 0.01836  239.042  119.521
 0.02339  241.857  120.929
 0.02065  310.536  155.268
 0.01343  342.827  171.413
 0.01270  432.844  216.422
 0.01888  145.615   72.808
 0.01390  156.029   78.014
 0.01785  292.193  146.096
 0.02245  297.428  148.714
 0.01740  274.117  137.058
 0.02252  248.411  124.205
 0.01703  319.683  159.841
 0.00914  128.766   64.383
 0.02354  362.454  181.227
 0.01719  119.507   59.753
 0.00376    8.212    4.106
 0.01794  502.492  251.246
 0.01903  274.411  137.206
 0.02325  451.020  225.510
 0.00660  121.250   60.625
 0.01794  172.159   86.079
 0.01910  118.537   59.269
 0.01608   75.749   37.874
 0.02103  327.932  163.966
 0.02231  155.721   77.861
 0.00641  148.993   74.496
 0.01510   82.484   41.242
 0.01698  209.296  104.648
 0.01899  384.569  192.285
 0.00834  140.970   70.485
 0.01898  184.154   92.077
 0.02145  432.674  216.337
 0.01928  149.740   74.870
 0.01727  227.155  113.577
 0.01478   85.698   42.849
 0.01615  155.454   77.727
 0.02318  964.666  482.333
 0.02386  362.927  181.463
 0.01776  210.778  105.389
 0.01699  452.352  226.176
 0.00800   22.922   11.461
 0.01697  116.361   58.180
 0.01018   42.503   21.252
 0.01707  255.949  127.974
 0.02027  187.905   93.952
 0.02344  318.723  159.362
 0.02270  187.377   93.688
 0.00667  111.633   55.816
 0.01018   95.769   47.884
 0.00515   10.163    5.081
 0.00676  133.482   66.741
 0.01766  205.741  102.870
 0.01762  147.368   73.684
 0.01480  103.732   51.866
 0.00873   22.106   11.053
 0.02122  146.595   73.298
 0.02098  246.380  123.190
 0.00963   89.066   44.533
 0.02044  416.862  208.431
 0.00572   36.550   18.275
 0.01866  250.352  125.176
 0.00835  148.301   74.151
 0.02244  148.426   74.213
 0.01712  435.205  217.602
 0.02485  423.097  211.549
 0.01993  218.865  109.433
 0.01625   77.515   38.758
 0.00607   74.252   37.126
 0.02083  170.818   85.409
 0.01738  102.834   51.417
 0.00400   45.273   22.636
 0.00601   56.301   28.150
 0.01311   86.522   43.261
 0.01341   56.830   28.415
 0.01584  233.301  116.651
 0.00607   86.843   43.422
 0.00359    4.831    2.416
 0.00845  127.115   63.558
 0.01405  340.168  170.084
 0.01553  129.833   64.917
 0.01373   60.942   30.471
 0.00426   18.595    9.297
 0.01172   94.775   47.388
 0.01790  239.798  119.899
 0.01301  111.552   55.776
 0.00807   40.200   20.100
 0.01125   71.346   35.673
 0.01845  244.299  122.149
 0.01751  242.219  121.109
 0.00155   70.065   35.033
 0.01707  106.355   53.177
 0.00540   12.779    6.389
 0.01736  233.097  116.549
 0.02142  176.047   88.024
 0.01731  468.955  234.478
 0.01744  106.839   53.419
 0.01724  168.486   84.243
 0.02493  214.816  107.408
 0.00350   83.390   41.695
 0.02226  176.732   88.366
 0.01784  296.125  148.062
 0.01509  140.280   70.140
 0.01694   96.409   48.204
 0.01844  173.429   86.714
 0.01329   54.933   27.467
 0.01540   93.295   46.648
 0.02494  367.464  183.732
 0.02479  290.323  145.161
 0.01647  184.616   92.308
 0.02332  460.053  230.026
 0.02343  391.060  195.530
 0.02039  129.060   64.530
 0.02287  218.515  109.258
 0.01450  154.719   77.360
 0.02355  283.322  141.661
 0.00696  269.760  134.880
 0.02071  341.913  170.956
 0.00614   87.074   43.537
 0.00536   13.859    6.929
 0.01849  273.277  136.638
 0.01935  217.278  108.639
 0.01231   72.482   36.241
 0.01748  167.348   83.674
 0.02453  235.279  117.639
 0.02347  229.364  114.682
 0.01329  118.679   59.339
 0.00750   31.662   15.831
 0.01020   64.913   32.457
 0.02301  158.101   79.050
 0.02112  217.779  108.890
 0.01790  162.028   81.014
 0.02108  237.600  118.800
 0.01995  309.776  154.888
 0.01606  101.011   50.506
 0.00585  508.512  254.256
 0.00841   87.272   43.636
 0.01605  146.632   73.316
 0.01453  137.702   68.851
 0.01815  714.742  357.371
 0.01516  185.518   92.759
 0.00681  181.252   90.626
 0.01995  231.033  115.516
 0.01654   95.665   47.833
 0.01678  122.132   61.066
 0.01532  102.834   51.417
 0.00546   84.741   42.371
 0.01034  211.071  105.536
 0.01770  251.469  125.735
 0.02390  248.366  124.183
 0.01415  503.332  251.666
 0.02352  245.682  122.841
 0.01693  206.065  103.032
 0.01978  160.291   80.145
 0.02408  187.136   93.568
 0.01158   90.382   45.191
 0.01636  133.551   66.776
 0.02265  351.885  175.942
 0.01555  541.841  270.920
 0.01604  209.357  104.679
 0.01795  106.985   53.493
 0.01658  302.141  151.070
 0.01705  104.408   52.204
 0.02431  236.025  118.012
 0.01712  135.175   67.588
 0.02483  231.569  115.785
 0.02273  150.020   75.010
 0.02496  245.421  122.710
 0.01596  272.338  136.169
 0.01333   77.158   38.579
 0.02031  277.236  138.618
 0.01637  123.532   61.766
 0.00493   30.499   15.249
 0.00479   18.549    9.274
 0.01464  147.662   73.831
 0.02359  256.829  128.414
 0.01946  126.612   63.306
 0.02238  165.343   82.671
 0.01675  329.853  164.927
 0.01901  627.435  313.718
 0.01830  170.020   85.010
 0.02077  531.989  265.994
 0.01673  275.067  137.534
 0.02312  184.507   92.254
 0.01556  244.266  122.133
 0.01913  341.050  170.525
 0.02234  490.586  245.293
 0.02421  274.590  137.295
 0.01988  126.239   63.120
 0.01760  277.436  138.718
 0.01161   50.501   25.251
 0.01326  374.115  187.058
 0.01512   73.370   36.685
 0.00980   69.598   34.799
 0.00978  203.666  101.833
 0.01786  236.756  118.378
 0.01821  154.531   77.266
 0.01818  155.305   77.652
 0.02365  219.563  109.782
 0.01590  251.231  125.615
 0.02185  148.078   74.039
 0.02471  964.569  482.284
 0.01040   71.415   35.707
 0.00927   42.118   21.059
 0.01580  311.858  155.929
 0.01755  298.327  149.163
 0.01781  349.398  174.699
 0.01379  244.978  122.489
 0.01742  103.880   51.940
 0.01419  126.106   63.053
 0.01615   87.455   43.728
 0.01555  194.314   97.157
 0.01703   86.361   43.181
 0.01592  101.366   50.683
 0.01785  330.686  165.343
 0.02380  251.186  125.593
 0.01576  101.989   50.995
 0.01744  407.409  203.705
 0.02386  267.066  133.533
 0.01988  248.325  124.162
 0.01466  286.733  143.367
 0.01535  101.219   50.609
 0.01767  141.844   70.922
 0.01741   91.461   45.730
 0.01799  268.199  134.099
 0.02184  482.139  241.070
 0.02034  135.311   67.655
 0.01732  171.883   85.942
 0.02342  190.841   95.421
 0.00574   16.819    8.410
 0.01767  464.528  232.264
 0.01702  104.897   52.448
 0.01480   84.084   42.042
 0.01777  146.710   73.355
 0.00656   78.873   39.436
 0.01692  284.899  142.450
 0.01796   95.654   47.827
 0.01752  359.338  179.669
 0.01615   81.283   40.642
 0.01263   63.028   31.514
 0.01543  308.990  154.495
 0.01301  178.187   89.093
 0.01957  140.847   70.423
 0.01389   72.074   36.037
 0.01817  230.272  115.136
 0.01538   71.900   35.950
 0.00953   56.111   28.055
 0.01918  180.088   90.044
 0.01802  268.441  134.221
 0.01925  202.169  101.084
 0.02474  224.948  112.474
 0.00080    1.510    0.755
 0.01873  200.292  100.146
 0.01592  134.266   67.133
 0.01746   97.505   48.752
 0.00100   80.885   40.443
 0.00297  162.340   81.170
 0.01597  112.795   56.397
 0.01666  127.304   63.652
 0.02085  136.071   68.036
 0.01621  143.498   71.749
 0.00840  108.826   54.413
 0.01664  407.413  203.707
 0.00921   46.450   23.225
 0.01258  148.284   74.142
 0.01916  301.747  150.873
 0.01503  133.149   66.574
 0.01724   95.711   47.856
 0.01581  207.447  103.723
 0.01377  381.456  190.728
 0.01555  528.544  264.272
 0.00584   30.624   15.312
 0.01428  103.045   51.522
 0.00563   33.406   16.703
 0.00209   43.033   21.517
 0.00541  106.862   53.431
 0.01777  113.674   56.837
 0.01853  224.642  112.321
 0.01294  159.290   79.645
 0.00103   75.225   37.613
 0.01504  132.103   66.052
 0.00472   41.335   20.668
 0.02270  267.055  133.528
 0.01820  472.370  236.185
 0.01762  141.254   70.627
 0.02029  168.731   84.365
 0.01595  233.346  116.673
 0.01766  208.724  104.362
 0.02273  205.889  102.945
 0.00660  125.329   62.665
 0.01534   93.511   46.756
 0.01673  429.575  214.788
 0.00428   24.802   12.401
 0.01689  234.695  117.348
 0.01670  170.044   85.022
 0.01903  135.587   67.794
 0.01648 1151.239  575.619
 0.01587   94.133   47.066
 0.00559  111.357   55.679
 0.01609   84.162   42.081
 0.01594  323.486  161.743
 0.01859  110.039   55.019
 0.02323  180.633   90.317
 0.00453   37.672   18.836
 0.00586   96.918   48.459
 0.01429   66.563   33.282
 0.01550  183.699   91.850
 0.01647   99.786   49.893
 0.01840  135.134   67.567
 0.01338  158.212   79.106
 0.01698  105.430   52.715
 0.00768   31.065   15.533
 0.00670   22.391   11.196
 0.01823  284.427  142.213
 0.00846  106.863   53.431
 0.00911   42.885   21.443
 0.01782  109.334   54.667
 0.02035  541.361  270.681
 0.00652   15.618    7.809
 0.00453   24.175   12.087
 0.01313  134.912   67.456
 0.01556   83.963   41.981
 0.01678  184.789   92.394
 0.01355   80.687   40.343
 0.01861  388.950  194.475
 0.01476  277.074  138.537
 0.01700  754.642  377.321
 0.01412  125.158   62.579
 0.01659  190.784   95.392
 0.00673   64.515   32.258
 0.01565  237.723  118.862
 0.01475   83.178   41.589
 0.01780   94.631   47.315
 0.01553  182.122   91.061
 0.00908   13.624    6.812
 0.01723  156.535   78.267
 0.00628   44.981   22.491
 0.01698  352.501  176.251
 0.01757  184.027   92.014
 0.00442   23.551   11.776
 0.00667   26.223   13.112
 0.01859  267.145  133.572
 0.00923  111.294   55.647
 0.00979  243.530  121.765
 0.01766  893.141  446.570
 0.00635  231.570  115.785
 0.01819  151.355   75.677
 0.01744  132.124   66.062
 0.00857  100.473   50.236
 0.01785  164.670   82.335
 0.00684   31.394   15.697
 0.02089  438.512  219.256
 0.01596  103.388   51.694
 0.01671  275.324  137.662
 0.01535  185.209   92.604
 0.01898  223.726  111.863
 0.00843  230.594  115.297
 0.00694   70.316   35.158
 0.01457  210.623  105.312
 0.01911  256.196  128.098
 0.01456  101.044   50.522
 0.00442   29.003   14.501
 0.00724   16.333    8.166
 0.01867  211.978  105.989
 0.01422   94.273   47.136
 0.00776  122.857   61.428
 0.00781  221.265  110.632
 0.01726  126.276   63.138
 0.00911   69.616   34.808
 0.01867  362.140  181.070
 0.01589  136.876   68.438
 0.01915  250.877  125.439
 0.01378   97.821   48.911
 0.01633  109.352   54.676
 0.02139  389.415  194.707
 0.02204  160.993   80.497
 0.01409  135.955   67.977
 0.01655  279.492  139.746
 0.01127   44.745   22.372
 0.02299  301.564  150.782
 0.02203  260.384  130.192
 0.00779   20.323   10.162
 0.01370   69.027   34.513
 0.01455  119.479   59.740
 0.01006   43.926   21.963
 0.01762  400.356  200.178
 0.01500   89.944   44.972
 0.00638   17.847    8.923
 0.01813  116.664   58.332
 0.01344  157.225   78.612
 0.01542  355.294  177.647
 0.01759  197.705   98.853
 0.01900  185.052   92.526
 0.01780  153.594   76.797
 0.02242  153.357   76.679
 0.00452  395.173  197.587
 0.01797  130.028   65.014
 0.00472    7.768    3.884
 0.01998  494.365  247.183
 0.01419   69.364   34.682
 0.01710  219.322  109.661
 0.01720   90.614   45.307
 0.01372  183.468   91.734
 0.01822  311.574  155.787
 0.01467  444.657  222.329
 0.01674   85.862   42.931
 0.01410  119.558   59.779
 0.01620  208.772  104.386
 0.01843  281.955  140.977
 0.01646  833.569  416.785
 0.01011  125.902   62.951
 0.01523   67.802   33.901
 0.01653  354.475  177.238
 0.01434  169.773   84.886
 0.01359   60.704   30.352
 0.01700  210.275  105.137
 0.01402  153.840   76.920
 0.01608  378.247  189.124
 0.02051  193.925   96.963
 0.02120  133.284   66.642
 0.01554   97.300   48.650
 0.01603  243.372  121.686
 0.01731  294.153  147.076
 0.01855  113.715   56.857
 0.01991  172.546   86.273
 0.00482   14.261    7.130
 0.00838   31.833   15.917
 0.00803  168.728   84.364
 0.01554  154.355   77.178
 0.01788  156.250   78.125
 0.01558  145.196   72.598
 0.01585  254.156  127.078
 0.01705  183.288   91.644
 0.00650   46.789   23.395
 0.01156   40.112   20.056
 0.01801  117.049   58.524
 0.00906   34.894   17.447
 0.01511  172.948   86.474
 0.01517  139.826   69.913
 0.02100  150.533   75.267
 0.02251  576.103  288.051
 0.02045  181.863   90.931
 0.01452  165.478   82.739
 0.00712   48.809   24.405
 0.00482  141.345   70.673
 0.01380   94.392   47.196
 0.01722  249.002  124.501
 0.00884  198.015   99.008
 0.01765  198.074   99.037
 0.01308  198.489   99.245
 0.01721  233.132  116.566
 0.00654   72.892   36.446
 0.01330   82.876   41.438
 0.01643  222.309  111.154
 0.01631   97.532   48.766
 0.01596  117.357   58.678
 0.01449  167.311   83.655
 0.01402   58.108   29.054
 0.01481  180.935   90.467
 0.01423   95.056   47.528
 0.01416  237.637  118.819
 0.01470  163.177   81.588
 0.01313   66.321   33.160
 0.01426  283.798  141.899
 0.01626  180.004   90.002
 0.02131  338.277  169.139
 0.02100  423.669  211.834
 0.00419    5.181    2.591
 0.01824  213.693  106.846
 0.01817  267.612  133.806
 0.01738  127.332   63.666
 0.02109  191.011   95.506
 0.00946  375.877  187.938
 0.01734  215.594  107.797
 0.01768  287.976  143.988
 0.01876  144.275   72.138
 0.00739  117.177   58.588
 0.01182  127.517   63.759
 0.00467  232.928  116.464
 0.00727   23.154   11.577
 0.01723   92.802   46.401
 0.00832  107.728   53.864
 0.02169  155.592   77.796
 0.02120  343.637  171.819
 0.01598  111.573   55.786
 0.02017  119.749   59.874
 0.00417    6.505    3.252
 0.01500  131.887   65.943
 0.01880  262.735  131.368
 0.00821   63.436   31.718
 0.00505   31.052   15.526
 0.02317  270.576  135.288
 0.01561  157.187   78.593
 0.00420  110.939   55.470
 0.01665  188.848   94.424
 0.00836   67.672   33.836
 0.01559  458.707  229.354
 0.02150  182.283   91.141
 0.00298  438.280  219.140
 0.02389  373.189  186.595
 0.02362  208.641  104.321
 0.00163    8.380    4.190
 0.00004   88.570   44.285
 0.01370  179.711   89.856
 0.00830   56.566   28.283
 0.01857  277.174  138.587
 0.00758   19.865    9.933
 0.01684  404.553  202.276
 0.01698  375.116  187.558
 0.01383  134.720   67.360
 0.01670  126.404   63.202
 0.01725  384.163  192.081
 0.01623  132.768   66.384
 0.01890  281.870  140.935
 0.01804  372.060  186.030
 0.00811   26.305   13.153
 0.00934   86.211   43.105
 0.00909   64.345   32.173
 0.00647   49.674   24.837
 0.01824  531.676  265.838
 0.01391  164.302   82.151
 0.00835   28.357   14.178
 0.01778  345.464  172.732
 0.00825  139.634   69.817
 0.02217  146.661   73.331
 0.01752  161.847   80.923
 0.01940  136.247   68.123
 0.00542   10.817    5.408
 0.01674  150.646   75.323
 0.00793  273.189  136.594
 0.01861  248.325  124.162
 0.01577  113.320   56.660
 0.00611   63.750   31.875
 0.01619  628.275  314.137
 0.00257   41.789   20.895
 0.01356   92.056   46.028
 0.02088  334.053  167.026
 0.00792  285.426  142.713
 0.01381  227.177  113.588
 0.01123   97.955   48.977
 0.01474  199.805   99.902
 0.01273   70.637   35.319
 0.01015   81.557   40.779
 0.01657  118.819   59.409
 0.01748  167.869   83.934
 0.00775  146.606   73.303
 0.00787  116.920   58.460
 0.01507  145.292   72.646
 0.00758  606.194  303.097
 0.02175  189.246   94.623
 0.00560   84.240   42.120
 0.01487  202.306  101.153
 0.01389  155.307   77.654
 0.02311  381.274  190.637
 0.01306  140.801   70.401
 0.01054   86.223   43.111
 0.00411   48.470   24.235
 0.01075  281.504  140.752
 0.01780  121.054   60.527
 0.00815  131.825   65.912
 0.01560  119.684   59.842
 0.01408  483.273  241.637
 0.01545  137.365   68.682
 0.00363   30.305   15.153
 0.01155  154.677   77.339
 0.02224 4506.635 2253.318
 0.01056  115.517   57.758
 0.00823   65.791   32.895
 0.01404  206.691  103.346
 0.01557  344.983  172.491
 0.01380  129.761   64.881
 0.01614  153.281   76.640
 0.01615  143.942   71.971
 0.01707  434.867  217.433
 0.01235  163.103   81.552
 0.00439   26.249   13.125
 0.01626  113.428   56.714
 0.00537   13.767    6.884
 0.00115    1.512    0.756
 0.01544  124.377   62.188
 0.01557   90.157   45.078
 0.00282  116.710   58.355
 0.00994   54.941   27.471
 0.00347   85.986   42.993
 0.01703  317.059  158.530
 0.01886  327.847  163.923
 0.00232    6.139    3.069
 0.01148  136.915   68.457
 0.01694  240.390  120.195
 0.01453  320.435  160.217
 0.01039   53.199   26.599
 0.01846  165.041   82.521
 0.00667   72.873   36.437
 0.00298  220.433  110.216
 0.00258   48.757   24.378
 0.01725  720.635  360.318
 0.01735  156.544   78.272
 0.01678  142.926   71.463
 0.01017  230.553  115.277
 0.01179  271.812  135.906
 0.01561  185.023   92.512
 0.01937  143.631   71.815
 0.00370   46.291   23.146
 0.00368   69.078   34.539
 0.00243    3.010    1.505
 0.00305   33.427   16.714
 0.02477  271.397  135.698
 0.01444   64.438   32.219
 0.00441  142.516   71.258
 0.01519  220.562  110.281
 0.02420  183.777   91.888
 0.01084   82.097   41.048
 0.01793  529.120  264.560
 0.01748  189.331   94.665
 0.00440   22.829   11.414
 0.01197   59.009   29.505
 0.01718  136.705   68.352
 0.01696  109.975   54.988
 0.01265   70.325   35.163
 0.01276  293.782  146.891
 0.01844  233.164  116.582
 0.01515   92.479   46.239
 0.00720   86.907   43.454
 0.02422  342.402  171.201
 0.01183   58.807   29.404
 0.01673  811.850  405.925
 0.00392   85.946   42.973
 0.01812  175.327   87.663
 0.00753   84.156   42.078
 0.00343   91.800   45.900
 0.01663  212.945  106.473
 0.01857  246.618  123.309
 0.01469  119.017   59.508
 0.01514  261.258  130.629
 0.01567  160.749   80.374
 0.02092  143.178   71.589
 0.01972  188.355   94.178
 0.01851  925.025  462.513
 0.00691   15.236    7.618
 0.01652  249.694  124.847
 0.01163  282.356  141.178
 0.02195  292.991  146.496
 0.02198  371.570  185.785
 0.01697  128.886   64.443
 0.01354  518.569  259.284
 0.01775  117.566   58.783
 0.01477  166.258   83.129
 0.01967  295.709  147.854
 0.01913  148.007   74.003
 0.02200  614.657  307.329
 0.01709  179.131   89.565
 0.00946  190.587   95.294
 0.01881  341.904  170.952
 0.01227  174.033   87.016
 0.00758   25.598   12.799
 0.00387   13.611    6.805
 0.00176  155.244   77.622
 0.01278  215.769  107.885
 0.00934  172.685   86.342
 0.01768  161.752   80.876
 0.01752  672.986  336.493
 0.01318   52.790   26.395
 0.01915  232.127  116.063
 0.01944  507.358  253.679
 0.01208   79.192   39.596
 0.01833  415.781  207.891
 0.01888  119.236   59.618
 0.01757  136.640   68.320
 0.01952  248.397  124.199
 0.01191  206.241  103.121
 0.01246  287.577  143.788
 0.01561  168.985   84.493
 0.02388  183.086   91.543
 0.01660  148.274   74.137
 0.01518  124.899   62.450
 0.01940  144.031   72.016
 0.00782   70.160   35.080
 0.01042   76.997   38.498
 0.01379  108.272   54.136
 0.00364    6.448    3.224
 0.01636  553.463  276.732
 0.01279  152.075   76.037
 0.01923  275.094  137.547
 0.01737  405.637  202.818
 0.01649  441.653  220.827
 0.01470   70.278   35.139
 0.01594  203.508  101.754
 0.01794  290.756  145.378
 0.01852  198.528   99.264
 0.01907  117.011   58.505
 0.02060  168.050   84.025
 0.01751  116.067   58.034
 0.01796  204.528  102.264
 0.01600  112.326   56.163
 0.01885  148.371   74.185
 0.01733   88.417   44.208
 0.01954  179.727   89.864
 0.01644  217.434  108.717
 0.01809  140.240   70.120
 0.00912   25.922   12.961
 0.01544  231.813  115.907
 0.01774  109.320   54.660
 0.01693  107.785   53.892
 0.00283   60.213   30.107
 0.01670  231.913  115.956
 0.02055  187.923   93.962
 0.01699  129.787   64.893
 0.01516   97.952   48.976
 0.01656  302.803  151.402
 0.01582  117.820   58.910
 0.01589  293.285  146.643
 0.00997   80.485   40.243
 0.01830  169.707   84.854
 0.01955  160.379   80.190
 0.01715  173.049   86.524
 0.01925  311.017  155.509
 0.01619   75.986   37.993
 0.00310   65.384   32.692
 0.01636  110.974   55.487
 0.01157   57.948   28.974
 0.01825  184.384   92.192
 0.01742  209.428  104.714
 0.01930  107.936   53.968
 0.01767   99.372   49.686
 0.01809  403.341  201.671
 0.00011  117.674   58.837
 0.01747   92.880   46.440
 0.01824  860.181  430.090
 0.02277  180.499   90.250
 0.01678  109.424   54.712
 0.01647   97.965   48.982
 0.01629   98.514   49.257
 0.01741  109.985   54.993
 0.01641  220.734  110.367
 0.01850  161.388   80.694
 0.01939  112.896   56.448
 0.01723  173.583   86.792
 0.01753  158.635   79.318
 0.01619   86.651   43.326
 0.01604  163.756   81.878
 0.01880  326.967  163.483
 0.01638  139.543   69.772
 0.01879  141.703   70.852
 0.01995  131.001   65.500
 0.01674   97.903   48.951
 0.01528   89.803   44.902
 0.01355   87.621   43.811
 0.01270  185.241   92.620
 0.01825  227.644  113.822
 0.01912  212.080  106.040
 0.01477  289.724  144.862
 0.01351  303.553  151.776
 0.01512  127.503   63.751
 0.01914  613.671  306.835
 0.00279    2.881    1.441
 0.01838  276.459  138.230
 0.01599  174.879   87.440
 0.01137  179.015   89.508
 0.01869  223.155  111.577
 0.01804  223.027  111.513
 0.01466  115.195   57.597
 0.01836  240.262  120.131
 0.00589   29.321   14.660
 0.01947  351.549  175.774
 0.00568  120.121   60.061
 0.01529  226.704  113.352
 0.01465   98.819   49.410
 0.01333  121.783   60.892
 0.01178  148.747   74.373
 0.01308   59.695   29.847
 0.01905  122.268   61.134
 0.00704   46.649   23.324
 0.01808  593.385  296.692
 0.01849  177.911   88.955
 0.01477   71.579   35.789
 0.01696  158.232   79.116
 0.00707   56.283   28.142
 0.01327  571.037  285.518
 0.01847  262.922  131.461
 0.01276  139.324   69.662
 0.01860  186.103   93.052
 0.01701  357.189  178.595
 0.01647   87.070   43.535
 0.00232   26.582   13.291
 0.00203   10.562    5.281
 0.01724  118.594   59.297
 0.01772  183.704   91.852
 0.01942  265.962  132.981
 0.01625   91.695   45.848
 0.01973  169.441   84.720
 0.01439  152.303   76.152
 0.00678  203.506  101.753
 0.01741  206.840  103.420
 0.00820   33.551   16.776
 0.00825  578.994  289.497
 0.00192    4.221    2.111
 0.01605  235.372  117.686
 0.01736  127.464   63.732
 0.01104   67.428   33.714
 0.00518   64.217   32.108
 0.01843  113.496   56.748
 0.01689  157.959   78.979
 0.01720   97.701   48.850
 0.01287  107.914   53.957
 0.02003  333.367  166.684
 0.01883  241.151  120.575
 0.01296   71.867   35.934
 0.01679  102.611   51.305
 0.01812  377.322  188.661
 0.02078  137.506   68.753
 0.01764  102.632   51.316
 0.00212  117.765   58.882
 0.01980  283.461  141.731
 0.01780  119.023   59.512
 0.02302  246.809  123.404
 0.02282  609.390  304.695
 0.02350  336.297  168.149
 0.01721  368.002  184.001
 0.02313  244.851  122.425
 0.02200  161.359   80.680
 0.01796  224.128  112.064
 0.01372  143.445   71.723
 0.01797  310.013  155.007
 0.00386   11.058    5.529
 0.00796  242.902  121.451
 0.01520  200.865  100.432
 0.00302    5.866    2.933
 0.01295   78.970   39.485
 0.01761  146.304   73.152
 0.01447  279.347  139.674
 0.01870  133.294   66.647
 0.00401    9.281    4.641
 0.00349   21.264   10.632
 0.01846  268.945  134.472
 0.01200  172.390   86.195
 0.01831   99.889   49.944
 0.02037  156.006   78.003
 0.01210  157.621   78.811
 0.00779   95.929   47.965
 0.02184  162.470   81.235
 0.02434  215.445  107.722
 0.01556   78.318   39.159
 0.01636  122.467   61.234
 0.02275  201.186  100.593
 0.01694  126.087   63.044
 0.01492   73.782   36.891
 0.01707  339.242  169.621
 0.01732  977.989  488.995
 0.01524  107.445   53.722
 0.01674   85.742   42.871
 0.01984  148.618   74.309
 0.01505  308.952  154.476
 0.00354   46.344   23.172
 0.01501  241.295  120.648
 0.01454  106.983   53.492
 0.01676  140.359   70.179
 0.01718  191.927   95.963
 0.01550  125.859   62.929
 0.01588  367.403  183.702
 0.01574  158.788   79.394
 0.01299   55.149   27.575
 0.01651  131.035   65.517
 0.01810  160.751   80.375
 0.01550  114.888   57.444
 0.01568  226.935  113.467
 0.01533  181.260   90.630
 0.00331   55.561   27.780
 0.00252    1.925    0.963
 0.01788  175.095   87.548
 0.00330   12.874    6.437
 0.01759  133.419   66.710
 0.01690   95.909   47.954
 0.00296   38.102   19.051
 0.02087  212.850  106.425
 0.01852  133.439   66.719
 0.01847  300.651  150.325
