#log(mass)      log_Phi    err_log_Phi_up  err_log_Phi_low 
	   9.75		-3.72		0.11		0.12
	   10.00	-3.76		0.11		0.13
	   10.25	-3.64		0.11		0.12
	   10.50	-3.53		0.10		0.12
	   10.75	-3.82		0.13		0.16
	   11.00	-4.08		0.17		0.22
	   11.25	-4.54		0.15		0.21
	   11.50	-4.89		0.19		0.26
