-20.  5e-6  7e-6  2e-6
-21.  1.5e-5  1.8e-5  1e-5
-22.  8e-6 1e-5 5e-6
-23.  5e-6 6e-6 3e-6
-24.  2e-6 3e-6 1e-6
-26.  6e-7 1e-6 7e-8
