-20.5  1.5e-6  3.0e-6 0.5e-6
-21.5  2.8e-6  4.5e-6 1.7e-6
-23.5  1.8e-6  2.6e-6 8.0e-7
-24.5  5.8e-7  1.3e-6 1.8e-7
-25.5  9.8e-7  2.0e-6 5.5e-7
