-22.0000	1.7075e-11	1.6531e-11	2.1042e-10
-21.5172	1.1184e-10	1.0387e-10	7.4973e-10
-21.0345	6.2814e-10	5.4187e-10	2.3179e-09
-20.5517	3.1060e-09	2.3840e-09	6.6427e-09
-20.0690	1.3577e-08	8.8709e-09	1.7920e-08
-19.5862	5.2952e-08	2.9014e-08	4.5359e-08
-19.1034	1.8598e-07	8.7774e-08	1.3624e-07
-18.6207	5.9704e-07	2.7426e-07	4.4115e-07
-18.1379	1.7588e-06	8.9225e-07	1.5018e-06
-17.6552	4.8120e-06	2.7195e-06	4.7110e-06
-17.1724	1.2139e-05	7.4536e-06	1.3280e-05
-16.6897	2.7877e-05	1.7925e-05	3.5794e-05
-16.2069	5.8998e-05	4.1046e-05	9.0645e-05
-15.7241	1.1532e-04	9.0416e-05	2.1157e-04
-15.2414	2.1010e-04	1.9261e-04	4.8395e-04
-14.7586	3.5759e-04	3.5204e-04	1.0658e-03
-14.2759	5.6573e-04	5.6516e-04	2.2432e-03
-13.7931	8.5302e-04	8.5300e-04	4.3923e-03
-13.3103	1.1447e-03	1.1447e-03	8.0872e-03
-12.8276	1.3832e-03	1.3832e-03	1.3820e-02
-12.3448	1.4842e-03	1.4842e-03	2.2277e-02
-11.8621	1.1702e-03	1.1702e-03	3.3198e-02
-11.3793	6.6748e-04	6.6748e-04	4.5849e-02
-10.8966	2.3445e-04	2.3445e-04	5.8627e-02
-10.4138	4.7956e-05	4.7956e-05	6.7811e-02
-9.9310	4.1239e-06	4.1239e-06	7.1600e-02
-9.4483	1.2278e-07	1.2278e-07	7.1643e-02
-8.9655	1.0184e-09	1.0184e-09	6.6542e-02
-8.4828	1.0962e-12	1.0962e-12	5.7667e-02
-8.0000	7.6020e-17	7.6020e-17	4.6761e-02
