-22.0000	8.3347e-09	7.8310e-09	5.5213e-08
-21.5172	3.3832e-08	2.9994e-08	1.3773e-07
-21.0345	1.2345e-07	9.9926e-08	3.2262e-07
-20.5517	4.1026e-07	2.9094e-07	6.7488e-07
-20.0690	1.2508e-06	7.4640e-07	1.3011e-06
-19.5862	3.5255e-06	1.7190e-06	2.4733e-06
-19.1034	9.2239e-06	3.6601e-06	4.7406e-06
-18.6207	2.2553e-05	8.5612e-06	1.1084e-05
-18.1379	5.1908e-05	2.0997e-05	2.8304e-05
-17.6552	1.1320e-04	5.1653e-05	7.1991e-05
-17.1724	2.3303e-04	1.1817e-04	1.7105e-04
-16.6897	4.4875e-04	2.4539e-04	3.8735e-04
-16.2069	8.1386e-04	4.8464e-04	8.3370e-04
-15.7241	1.3903e-03	9.7356e-04	1.7552e-03
-15.2414	2.2515e-03	1.9239e-03	3.4480e-03
-14.7586	3.4570e-03	3.3127e-03	6.6980e-03
-14.2759	5.0262e-03	4.9985e-03	1.2780e-02
-13.7931	7.0088e-03	7.0071e-03	2.2883e-02
-13.3103	8.9571e-03	8.9571e-03	3.9057e-02
-12.8276	1.0520e-02	1.0520e-02	6.2779e-02
-12.3448	1.1251e-02	1.1251e-02	9.5814e-02
-11.8621	9.5199e-03	9.5199e-03	1.3837e-01
-11.3793	6.0774e-03	6.0774e-03	1.8666e-01
-10.8966	2.6545e-03	2.6545e-03	2.3465e-01
-10.4138	7.4691e-04	7.4691e-04	2.7322e-01
-9.9310	1.1041e-04	1.1041e-04	2.8952e-01
-9.4483	6.7510e-06	6.7510e-06	2.9242e-01
-8.9655	1.2935e-07	1.2935e-07	2.7438e-01
-8.4828	5.6611e-10	5.6611e-10	2.4645e-01
-8.0000	2.7296e-13	2.7296e-13	2.0586e-01
