-23.   0.00000000e+00    2.93662157e-05    0.00000000e+00
-22.   0.00000000e+00    2.94860716e-05    0.00000000e+00
-21.   1.67996111e-05    3.86391056e-05    1.38932784e-05
-20.   3.20633504e-04    7.77650474e-05    7.77650474e-05
-19.   8.27291283e-04    2.06822821e-04    2.06822821e-04
-18.   0.00000000e+00    6.43000842e-04    0.00000000e+00
-17.   4.95728306e-03    4.82178399e-03    2.69841441e-03
-16.   8.89611427e-03    2.04610628e-02    7.35708650e-03
-15.   5.08160289e-02    1.16876867e-01    4.20248559e-02
-14.   0.00000000e+00    5.80738403e-01    0.00000000e+00
