-26.40  -6.60  0.19
-26.00  -6.44  0.16
-25.60  -6.99  0.10
-25.20  -5.87  0.09
-24.80  -5.79  0.08
-24.40  -5.57  0.07
-24.00  -5.64  0.08
-23.60  -5.56  0.08
-23.20  -5.30  0.07
-22.80  -5.29  0.12
-22.40  -5.22  0.25
