1.0278E+01 1.0028E+01 1.0528E+01 1.2274E+01 3.0000E-02 2.2000E-01
1.0653E+01 1.0528E+01 1.0778E+01 1.2414E+01 5.0000E-02 8.0000E-02
1.0903E+01 1.0778E+01 1.1028E+01 1.2594E+01 2.0000E-02 5.0000E-02
1.1153E+01 1.1028E+01 1.1278E+01 1.2884E+01 3.0000E-02 7.0000E-02
1.1403E+01 1.1278E+01 1.1528E+01 1.3204E+01 7.0000E-02 1.0000E-01
1.1678E+01 1.1528E+01 1.1828E+01 1.3694E+01 6.0000E-02 4.0000E-01
