#log(mass)      log_Phi    err_log_Phi_up  err_log_Phi_low 
	   9.75		-4.16		0.17		0.20
	   10.00	-4.08		0.16		0.18
	   10.25	-3.89		0.13		0.15
	   10.50	-3.74		0.12		0.15
	   10.75	-4.12		0.18		0.22
	   11.00	-4.51		0.27		0.38
	   11.25	-4.61		0.19		0.32
	   11.50	-5.14		0.34		2.00
