#log(mass)      log_Phi    err_log_Phi_up err_log_Phi_low 
	   9.50		-4.14		0.17		0.19
	   9.75		-3.95		0.14		0.15
	   10.00	-3.55		0.09		0.11
	   10.25	-3.35		0.08		0.09
	   10.50	-3.30		0.08		0.09
	   10.75	-3.40		0.09		0.11
	   11.00	-3.54		0.09		0.11
	   11.25	-3.87		0.10		0.13
	   11.50	-4.44		0.13		0.16
