-9.71429e-01 3.18325e-02 7.46370e-04
-9.14286e-01 2.84550e-02 7.05665e-04
-8.57143e-01 2.73350e-02 6.91638e-04
-8.00000e-01 2.52525e-02 6.64770e-04
-7.42857e-01 2.38175e-02 6.45605e-04
-6.85714e-01 2.11050e-02 6.07731e-04
-6.28571e-01 2.16300e-02 6.15244e-04
-5.71429e-01 1.88825e-02 5.74842e-04
-5.14286e-01 1.89000e-02 5.75109e-04
-4.57143e-01 1.65025e-02 5.37395e-04
-4.00000e-01 1.42100e-02 4.98673e-04
-3.42857e-01 1.52775e-02 5.17065e-04
-2.85714e-01 1.40350e-02 4.95593e-04
-2.28571e-01 1.27925e-02 4.73148e-04
-1.71429e-01 1.23900e-02 4.65645e-04
-1.14286e-01 1.05875e-02 4.30443e-04
-5.71429e-02 1.06050e-02 4.30799e-04
0.00000e+00 1.00450e-02 4.19270e-04
5.71429e-02 9.08250e-03 3.98678e-04
1.14286e-01 8.89000e-03 3.94430e-04
1.71429e-01 8.54000e-03 3.86588e-04
2.28571e-01 8.05000e-03 3.75333e-04
2.85714e-01 7.26250e-03 3.56502e-04
3.42857e-01 7.24500e-03 3.56072e-04
4.00000e-01 6.49250e-03 3.37074e-04
4.57143e-01 5.86250e-03 3.20303e-04
5.14286e-01 6.28250e-03 3.31578e-04
5.71429e-01 5.93250e-03 3.22209e-04
6.28571e-01 5.39000e-03 3.07124e-04
6.85714e-01 4.67250e-03 2.85952e-04
7.42857e-01 5.47750e-03 3.09607e-04
8.00000e-01 4.79500e-03 2.89677e-04
8.57143e-01 4.25250e-03 2.72798e-04
9.14286e-01 3.88500e-03 2.60744e-04
9.71429e-01 3.93750e-03 2.62500e-04
1.02857e+00 3.81500e-03 2.58384e-04
1.08571e+00 2.97500e-03 2.28172e-04
1.14286e+00 3.37750e-03 2.43118e-04
1.20000e+00 2.83500e-03 2.22739e-04
1.25714e+00 3.20250e-03 2.36736e-04
1.31429e+00 2.25750e-03 1.98762e-04
1.37143e+00 2.20500e-03 1.96437e-04
1.42857e+00 2.17000e-03 1.94872e-04
1.48571e+00 1.69750e-03 1.72355e-04
1.54286e+00 1.73250e-03 1.74123e-04
1.60000e+00 1.52250e-03 1.63229e-04
1.65714e+00 1.47000e-03 1.60390e-04
1.71429e+00 8.57500e-04 1.22500e-04
1.77143e+00 8.22500e-04 1.19974e-04
1.82857e+00 7.35000e-04 1.13413e-04
1.88571e+00 6.65000e-04 1.07877e-04
1.94286e+00 4.20000e-04 8.57321e-05
2.00000e+00 3.15000e-04 7.42462e-05
2.05714e+00 2.45000e-04 6.54790e-05
2.11429e+00 2.45000e-04 6.54790e-05
2.17143e+00 1.92500e-04 5.80409e-05
2.22857e+00 1.22500e-04 4.63006e-05
2.28571e+00 7.00000e-05 3.50000e-05
2.34286e+00 3.50000e-05 2.47487e-05
2.40000e+00 1.40000e-04 4.94975e-05
2.45714e+00 3.50000e-05 2.47487e-05
2.51429e+00 7.00000e-05 3.50000e-05
2.57143e+00 3.50000e-05 2.47487e-05
2.62857e+00 0.00000e+00 0
2.68571e+00 1.75000e-05 1.75000e-05
2.74286e+00 0.00000e+00 0
2.80000e+00 0.00000e+00 0
2.85714e+00 0.00000e+00 0
2.91429e+00 0.00000e+00 0
2.97143e+00 1.75000e-05 1.75000e-05
