#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  8.375  -7.375  -6.545  -8.527
  8.400  -7.348  -6.539  -8.462
  8.425  -7.323  -6.535  -8.401
  8.450  -7.298  -6.530  -8.339
  8.475  -7.274  -6.526  -8.278
  8.500  -7.252  -6.522  -8.220
  8.525  -7.230  -6.520  -8.165
  8.550  -7.209  -6.517  -8.111
  8.575  -7.188  -6.515  -8.058
  8.600  -7.169  -6.513  -8.008
  8.625  -7.152  -6.514  -7.960
  8.650  -7.135  -6.514  -7.913
  8.675  -7.119  -6.516  -7.869
  8.700  -7.104  -6.519  -7.827
  8.725  -7.090  -6.523  -7.788
  8.750  -7.078  -6.528  -7.748
  8.775  -7.067  -6.534  -7.712
  8.800  -7.058  -6.539  -7.678
  8.825  -7.049  -6.546  -7.644
  8.850  -7.041  -6.553  -7.613
  8.875  -7.035  -6.562  -7.584
  8.900  -7.030  -6.572  -7.558
  8.925  -7.027  -6.581  -7.534
  8.950  -7.024  -6.591  -7.511
  8.975  -7.022  -6.601  -7.491
  9.000  -7.022  -6.612  -7.472
  9.025  -7.023  -6.622  -7.456
  9.050  -7.025  -6.633  -7.441
  9.075  -7.029  -6.645  -7.428
  9.100  -7.034  -6.658  -7.418
  9.125  -7.039  -6.671  -7.409
  9.150  -7.046  -6.685  -7.403
  9.175  -7.054  -6.698  -7.398
  9.200  -7.063  -6.713  -7.396
  9.225  -7.073  -6.729  -7.395
  9.250  -7.084  -6.745  -7.397
  9.275  -7.096  -6.763  -7.400
  9.300  -7.110  -6.780  -7.405
  9.325  -7.125  -6.799  -7.411
  9.350  -7.140  -6.818  -7.419
  9.375  -7.158  -6.838  -7.430
  9.400  -7.176  -6.859  -7.442
  9.425  -7.196  -6.881  -7.455
  9.450  -7.216  -6.903  -7.471
  9.475  -7.239  -6.925  -7.489
  9.500  -7.262  -6.949  -7.508
  9.525  -7.285  -6.974  -7.530
  9.550  -7.311  -6.999  -7.554
  9.575  -7.338  -7.026  -7.579
  9.600  -7.365  -7.053  -7.606
  9.625  -7.394  -7.081  -7.635
  9.650  -7.425  -7.111  -7.667
  9.675  -7.457  -7.141  -7.699
  9.700  -7.490  -7.172  -7.734
  9.725  -7.524  -7.204  -7.771
  9.750  -7.559  -7.237  -7.810
  9.775  -7.596  -7.271  -7.851
  9.800  -7.634  -7.307  -7.895
  9.825  -7.674  -7.343  -7.940
  9.850  -7.714  -7.380  -7.986
  9.875  -7.757  -7.418  -8.035
  9.900  -7.800  -7.457  -8.085
  9.925  -7.846  -7.496  -8.138
  9.950  -7.892  -7.537  -8.192
  9.975  -7.940  -7.579  -8.248
 10.000  -7.989  -7.621  -8.306
 10.025  -8.039  -7.665  -8.367
 10.050  -8.090  -7.710  -8.430
 10.075  -8.143  -7.756  -8.494
 10.100  -8.198  -7.802  -8.561
 10.125  -8.253  -7.850  -8.629
 10.150  -8.310  -7.898  -8.700
 10.175  -8.369  -7.947  -8.773
 10.200  -8.429  -7.998  -8.848
 10.225  -8.490  -8.049  -8.924
 10.250  -8.553  -8.101  -9.003
 10.275  -8.616  -8.155  -9.084
 10.300  -8.681  -8.209  -9.167
 10.325  -8.747  -8.264  -9.253
 10.350  -8.814  -8.320  -9.340
 10.375  -8.882  -8.377  -9.430
 10.400  -8.952  -8.435  -9.521
 10.425  -9.023  -8.495  -9.615
 10.450  -9.095  -8.555  -9.710
 10.475  -9.169  -8.617  -9.807
 10.500  -9.244  -8.679  -9.907
 10.525  -9.320  -8.741 -10.009
 10.550  -9.398  -8.805 -10.114
 10.575  -9.476  -8.869 -10.220
 10.600  -9.556  -8.934 -10.328
 10.625  -9.637  -9.001 -10.439
 10.650  -9.720  -9.068 -10.553
 10.675  -9.803  -9.136 -10.668
 10.700  -9.888  -9.205 -10.785
 10.725  -9.975  -9.274 -10.904
 10.750 -10.062  -9.345 -11.025
 10.775 -10.151  -9.416 -11.149
 10.800 -10.241  -9.489 -11.275
 10.825 -10.332  -9.563 -11.401
 10.850 -10.424  -9.638 -11.530
 10.875 -10.518  -9.713 -11.663
 10.900 -10.613  -9.790 -11.796
 10.925 -10.710  -9.868 -11.930
 10.950 -10.808  -9.947 -12.070
 10.975 -10.907 -10.026 -12.211
 11.000 -11.006 -10.107 -12.353
