#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -17.536 -14.070 -19.318
  6.025 -17.324 -13.967 -19.065
  6.050 -17.111 -13.854 -18.830
  6.075 -16.906 -13.735 -18.598
  6.100 -16.701 -13.620 -18.361
  6.125 -16.498 -13.495 -18.124
  6.150 -16.293 -13.373 -17.887
  6.175 -16.080 -13.260 -17.651
  6.200 -15.869 -13.152 -17.424
  6.225 -15.665 -13.037 -17.198
  6.250 -15.456 -12.915 -16.976
  6.275 -15.243 -12.785 -16.751
  6.300 -15.027 -12.650 -16.525
  6.325 -14.810 -12.525 -16.298
  6.350 -14.591 -12.390 -16.072
  6.375 -14.375 -12.263 -15.843
  6.400 -14.162 -12.129 -15.617
  6.425 -13.947 -11.991 -15.396
  6.450 -13.738 -11.845 -15.171
  6.475 -13.530 -11.692 -14.948
  6.500 -13.324 -11.540 -14.720
  6.525 -13.120 -11.391 -14.495
  6.550 -12.921 -11.244 -14.274
  6.575 -12.725 -11.098 -14.057
  6.600 -12.529 -10.947 -13.843
  6.625 -12.336 -10.797 -13.631
  6.650 -12.143 -10.642 -13.421
  6.675 -11.952 -10.488 -13.215
  6.700 -11.762 -10.337 -13.008
  6.725 -11.573 -10.194 -12.801
  6.750 -11.386 -10.050 -12.597
  6.775 -11.201  -9.904 -12.394
  6.800 -11.018  -9.760 -12.195
  6.825 -10.839  -9.613 -11.997
  6.850 -10.662  -9.461 -11.802
  6.875 -10.487  -9.312 -11.610
  6.900 -10.314  -9.163 -11.421
  6.925 -10.143  -9.014 -11.232
  6.950  -9.974  -8.868 -11.046
  6.975  -9.807  -8.722 -10.864
  7.000  -9.644  -8.578 -10.684
  7.025  -9.481  -8.437 -10.505
  7.050  -9.321  -8.297 -10.329
  7.075  -9.163  -8.159 -10.154
  7.100  -9.008  -8.022  -9.983
  7.125  -8.855  -7.887  -9.814
  7.150  -8.703  -7.754  -9.647
  7.175  -8.554  -7.623  -9.482
  7.200  -8.406  -7.495  -9.320
  7.225  -8.262  -7.368  -9.161
  7.250  -8.120  -7.244  -9.006
  7.275  -7.980  -7.124  -8.852
  7.300  -7.843  -7.006  -8.702
  7.325  -7.709  -6.891  -8.554
  7.350  -7.577  -6.778  -8.410
  7.375  -7.447  -6.667  -8.268
  7.400  -7.322  -6.559  -8.129
  7.425  -7.198  -6.453  -7.993
  7.450  -7.076  -6.350  -7.859
  7.475  -6.958  -6.249  -7.728
  7.500  -6.842  -6.151  -7.601
  7.525  -6.730  -6.055  -7.475
  7.550  -6.620  -5.961  -7.352
  7.575  -6.513  -5.870  -7.233
  7.600  -6.408  -5.782  -7.115
  7.625  -6.306  -5.695  -7.001
  7.650  -6.207  -5.612  -6.889
