#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000  -8.316  -5.079 -13.472
  6.025  -8.228  -5.037 -13.284
  6.050  -8.144  -4.995 -13.108
  6.075  -8.063  -4.955 -12.931
  6.100  -7.978  -4.917 -12.750
  6.125  -7.897  -4.879 -12.575
  6.150  -7.815  -4.844 -12.404
  6.175  -7.735  -4.809 -12.236
  6.200  -7.655  -4.775 -12.068
  6.225  -7.577  -4.741 -11.905
  6.250  -7.501  -4.711 -11.742
  6.275  -7.425  -4.682 -11.580
  6.300  -7.350  -4.654 -11.421
  6.325  -7.276  -4.625 -11.265
  6.350  -7.203  -4.595 -11.108
  6.375  -7.132  -4.566 -10.954
  6.400  -7.062  -4.537 -10.800
  6.425  -6.996  -4.511 -10.649
  6.450  -6.930  -4.487 -10.500
  6.475  -6.863  -4.462 -10.352
  6.500  -6.799  -4.439 -10.210
  6.525  -6.737  -4.416 -10.070
  6.550  -6.675  -4.391  -9.931
  6.575  -6.613  -4.369  -9.794
  6.600  -6.552  -4.349  -9.658
  6.625  -6.495  -4.329  -9.527
  6.650  -6.437  -4.312  -9.397
  6.675  -6.382  -4.294  -9.269
  6.700  -6.327  -4.277  -9.143
  6.725  -6.273  -4.261  -9.021
  6.750  -6.219  -4.245  -8.901
  6.775  -6.167  -4.229  -8.785
  6.800  -6.118  -4.216  -8.672
  6.825  -6.071  -4.204  -8.559
  6.850  -6.025  -4.194  -8.450
  6.875  -5.981  -4.185  -8.340
  6.900  -5.939  -4.176  -8.233
  6.925  -5.897  -4.170  -8.127
  6.950  -5.857  -4.163  -8.026
  6.975  -5.818  -4.158  -7.929
  7.000  -5.778  -4.153  -7.833
  7.025  -5.740  -4.152  -7.737
  7.050  -5.704  -4.149  -7.642
  7.075  -5.668  -4.149  -7.550
  7.100  -5.635  -4.150  -7.460
  7.125  -5.603  -4.151  -7.373
  7.150  -5.572  -4.153  -7.287
  7.175  -5.543  -4.157  -7.204
  7.200  -5.515  -4.161  -7.124
  7.225  -5.488  -4.167  -7.049
  7.250  -5.464  -4.174  -6.975
  7.275  -5.439  -4.182  -6.905
  7.300  -5.415  -4.191  -6.839
  7.325  -5.394  -4.201  -6.777
  7.350  -5.373  -4.212  -6.717
  7.375  -5.355  -4.225  -6.659
  7.400  -5.338  -4.237  -6.604
  7.425  -5.321  -4.251  -6.551
  7.450  -5.306  -4.265  -6.498
  7.475  -5.293  -4.280  -6.447
  7.500  -5.282  -4.297  -6.399
  7.525  -5.273  -4.315  -6.353
  7.550  -5.263  -4.333  -6.307
  7.575  -5.255  -4.352  -6.263
  7.600  -5.248  -4.372  -6.220
  7.625  -5.243  -4.394  -6.179
  7.650  -5.240  -4.416  -6.142
  7.675  -5.238  -4.438  -6.107
  7.700  -5.238  -4.462  -6.075
  7.725  -5.238  -4.486  -6.045
  7.750  -5.240  -4.512  -6.019
  7.775  -5.244  -4.539  -5.992
  7.800  -5.250  -4.567  -5.969
  7.825  -5.257  -4.596  -5.947
  7.850  -5.266  -4.626  -5.929
  7.875  -5.276  -4.657  -5.912
  7.900  -5.287  -4.689  -5.897
  7.925  -5.300  -4.723  -5.883
  7.950  -5.314  -4.758  -5.871
  7.975  -5.330  -4.792  -5.861
  8.000  -5.348  -4.828  -5.853
  8.025  -5.367  -4.866  -5.847
  8.050  -5.387  -4.905  -5.844
  8.075  -5.410  -4.946  -5.842
  8.100  -5.434  -4.986  -5.842
  8.125  -5.459  -5.028  -5.844
  8.150  -5.485  -5.071  -5.849
  8.175  -5.514  -5.115  -5.856
  8.200  -5.543  -5.159  -5.866
  8.225  -5.573  -5.204  -5.879
  8.250  -5.605  -5.250  -5.895
  8.275  -5.638  -5.299  -5.912
