#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -12.068 -11.048 -12.742
  6.025 -11.877 -10.886 -12.532
  6.050 -11.688 -10.727 -12.325
  6.075 -11.503 -10.569 -12.121
  6.100 -11.320 -10.413 -11.921
  6.125 -11.140 -10.260 -11.723
  6.150 -10.962 -10.108 -11.527
  6.175 -10.787  -9.959 -11.335
  6.200 -10.614  -9.813 -11.146
  6.225 -10.445  -9.668 -10.960
  6.250 -10.277  -9.526 -10.777
  6.275 -10.113  -9.386 -10.597
  6.300  -9.951  -9.248 -10.420
  6.325  -9.791  -9.112 -10.246
  6.350  -9.634  -8.979 -10.074
  6.375  -9.480  -8.848  -9.906
  6.400  -9.329  -8.719  -9.740
  6.425  -9.180  -8.592  -9.578
  6.450  -9.034  -8.468  -9.419
  6.475  -8.890  -8.347  -9.262
  6.500  -8.750  -8.227  -9.108
  6.525  -8.611  -8.109  -8.958
  6.550  -8.475  -7.994  -8.810
  6.575  -8.342  -7.881  -8.666
  6.600  -8.212  -7.770  -8.524
  6.625  -8.085  -7.662  -8.385
  6.650  -7.960  -7.554  -8.250
  6.675  -7.838  -7.450  -8.117
  6.700  -7.718  -7.348  -7.988
  6.725  -7.601  -7.249  -7.861
  6.750  -7.487  -7.152  -7.737
  6.775  -7.375  -7.056  -7.617
  6.800  -7.265  -6.963  -7.500
  6.825  -7.159  -6.872  -7.385
  6.850  -7.055  -6.782  -7.274
  6.875  -6.954  -6.695  -7.165
  6.900  -6.855  -6.611  -7.060
  6.925  -6.759  -6.528  -6.957
  6.950  -6.667  -6.447  -6.858
  6.975  -6.576  -6.369  -6.761
  7.000  -6.489  -6.292  -6.668
  7.025  -6.404  -6.218  -6.577
  7.050  -6.323  -6.146  -6.490
  7.075  -6.244  -6.075  -6.406
  7.100  -6.168  -6.007  -6.325
  7.125  -6.095  -5.941  -6.246
  7.150  -6.024  -5.877  -6.171
  7.175  -5.956  -5.815  -6.099
  7.200  -5.891  -5.754  -6.030
  7.225  -5.828  -5.696  -5.964
  7.250  -5.769  -5.640  -5.901
  7.275  -5.712  -5.585  -5.841
  7.300  -5.658  -5.533  -5.784
  7.325  -5.606  -5.483  -5.731
  7.350  -5.557  -5.435  -5.680
  7.375  -5.511  -5.390  -5.632
  7.400  -5.467  -5.347  -5.587
  7.425  -5.426  -5.306  -5.545
  7.450  -5.387  -5.268  -5.506
  7.475  -5.351  -5.232  -5.470
  7.500  -5.318  -5.198  -5.436
  7.525  -5.286  -5.166  -5.405
  7.550  -5.258  -5.138  -5.376
  7.575  -5.232  -5.111  -5.351
  7.600  -5.208  -5.088  -5.328
  7.625  -5.187  -5.067  -5.307
  7.650  -5.169  -5.048  -5.289
  7.675  -5.153  -5.032  -5.274
  7.700  -5.140  -5.018  -5.261
  7.725  -5.129  -5.008  -5.250
  7.750  -5.121  -5.000  -5.242
  7.775  -5.115  -4.994  -5.236
  7.800  -5.112  -4.991  -5.232
  7.825  -5.111  -4.990  -5.231
  7.850  -5.113  -4.992  -5.232
  7.875  -5.117  -4.997  -5.235
  7.900  -5.123  -5.003  -5.240
  7.925  -5.131  -5.013  -5.247
  7.950  -5.141  -5.024  -5.256
  7.975  -5.153  -5.037  -5.266
  8.000  -5.167  -5.053  -5.278
  8.025  -5.182  -5.070  -5.291
  8.050  -5.199  -5.088  -5.305
  8.075  -5.216  -5.108  -5.320
  8.100  -5.234  -5.129  -5.336
  8.125  -5.252  -5.150  -5.351
  8.150  -5.270  -5.171  -5.366
  8.175  -5.288  -5.192  -5.381
  8.200  -5.304  -5.212  -5.394
  8.225  -5.319  -5.230  -5.406
  8.250  -5.332  -5.246  -5.416
  8.275  -5.342  -5.260  -5.424
  8.300  -5.350  -5.271  -5.431
  8.325  -5.355  -5.278  -5.435
  8.350  -5.358  -5.283  -5.437
  8.375  -5.358  -5.284  -5.437
  8.400  -5.356  -5.283  -5.435
  8.425  -5.352  -5.279  -5.431
  8.450  -5.346  -5.274  -5.425
  8.475  -5.339  -5.268  -5.417
  8.500  -5.332  -5.261  -5.409
  8.525  -5.324  -5.254  -5.400
  8.550  -5.316  -5.248  -5.391
  8.575  -5.309  -5.243  -5.382
  8.600  -5.303  -5.239  -5.374
  8.625  -5.298  -5.236  -5.367
  8.650  -5.295  -5.236  -5.362
  8.675  -5.294  -5.237  -5.358
  8.700  -5.295  -5.240  -5.356
  8.725  -5.298  -5.246  -5.356
  8.750  -5.304  -5.254  -5.359
  8.775  -5.312  -5.265  -5.364
  8.800  -5.323  -5.278  -5.372
  8.825  -5.337  -5.294  -5.383
  8.850  -5.353  -5.312  -5.396
  8.875  -5.372  -5.333  -5.413
  8.900  -5.394  -5.356  -5.432
  8.925  -5.419  -5.382  -5.455
  8.950  -5.446  -5.411  -5.481
  8.975  -5.477  -5.442  -5.510
  9.000  -5.510  -5.475  -5.542
  9.025  -5.546  -5.511  -5.578
  9.050  -5.584  -5.549  -5.618
  9.075  -5.626  -5.590  -5.660
  9.100  -5.670  -5.634  -5.706
  9.125  -5.717  -5.680  -5.756
  9.150  -5.768  -5.728  -5.809
  9.175  -5.821  -5.779  -5.865
  9.200  -5.878  -5.833  -5.924
  9.225  -5.937  -5.889  -5.987
  9.250  -6.000  -5.948  -6.052
  9.275  -6.065  -6.010  -6.121
  9.300  -6.134  -6.075  -6.193
  9.325  -6.206  -6.143  -6.268
  9.350  -6.280  -6.214  -6.346
  9.375  -6.357  -6.288  -6.427
  9.400  -6.438  -6.364  -6.511
  9.425  -6.522  -6.444  -6.598
  9.450  -6.608  -6.526  -6.688
  9.475  -6.698  -6.612  -6.781
  9.500  -6.790  -6.700  -6.877
  9.525  -6.886  -6.791  -6.976
  9.550  -6.984  -6.886  -7.079
  9.575  -7.086  -6.983  -7.184
  9.600  -7.190  -7.083  -7.292
  9.625  -7.298  -7.186  -7.403
  9.650  -7.408  -7.292  -7.517
  9.675  -7.521  -7.402  -7.635
  9.700  -7.638  -7.514  -7.755
  9.725  -7.757  -7.629  -7.878
  9.750  -7.880  -7.747  -8.004
  9.775  -8.005  -7.868  -8.133
  9.800  -8.133  -7.992  -8.265
  9.825  -8.264  -8.118  -8.400
  9.850  -8.399  -8.248  -8.538
  9.875  -8.536  -8.381  -8.679
  9.900  -8.676  -8.517  -8.823
  9.925  -8.819  -8.655  -8.970
  9.950  -8.965  -8.797  -9.120
  9.975  -9.113  -8.941  -9.273
 10.000  -9.265  -9.088  -9.429
 10.025  -9.420  -9.237  -9.588
 10.050  -9.578  -9.390  -9.749
 10.075  -9.738  -9.545  -9.914
 10.100  -9.902  -9.703 -10.082
 10.125 -10.068  -9.864 -10.253
 10.150 -10.238 -10.027 -10.426
 10.175 -10.410 -10.193 -10.603
 10.200 -10.585 -10.362 -10.783
 10.225 -10.764 -10.534 -10.965
 10.250 -10.945 -10.709 -11.151
 10.275 -11.129 -10.886 -11.339
 10.300 -11.316 -11.066 -11.531
 10.325 -11.506 -11.249 -11.725
 10.350 -11.699 -11.435 -11.922
 10.375 -11.895 -11.624 -12.123
 10.400 -12.093 -11.815 -12.326
 10.425 -12.295 -12.009 -12.532
 10.450 -12.499 -12.205 -12.742
 10.475 -12.706 -12.404 -12.954
 10.500 -12.917 -12.606 -13.169
 10.525 -13.130 -12.810 -13.387
 10.550 -13.346 -13.018 -13.608
 10.575 -13.565 -13.227 -13.832
 10.600 -13.787 -13.440 -14.059
 10.625 -14.012 -13.656 -14.289
 10.650 -14.240 -13.875 -14.522
 10.675 -14.470 -14.097 -14.759
 10.700 -14.704 -14.321 -14.998
 10.725 -14.941 -14.546 -15.239
 10.750 -15.180 -14.774 -15.484
 10.775 -15.423 -15.007 -15.732
 10.800 -15.668 -15.242 -15.983
 10.825 -15.916 -15.478 -16.237
 10.850 -16.167 -15.718 -16.493
 10.875 -16.421 -15.959 -16.753
 10.900 -16.678 -16.203 -17.015
 10.925 -16.938 -16.450 -17.281
 10.950 -17.200 -16.698 -17.549
 10.975 -17.466 -16.948 -17.821
 11.000 -17.735 -17.201 -18.095
