#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -10.684  -8.179 -12.383
  6.025 -10.550  -8.114 -12.201
  6.050 -10.415  -8.049 -12.023
  6.075 -10.281  -7.985 -11.848
  6.100 -10.152  -7.923 -11.673
  6.125 -10.022  -7.862 -11.505
  6.150  -9.895  -7.801 -11.338
  6.175  -9.768  -7.741 -11.172
  6.200  -9.642  -7.681 -11.011
  6.225  -9.518  -7.621 -10.847
  6.250  -9.397  -7.562 -10.684
  6.275  -9.275  -7.505 -10.525
  6.300  -9.153  -7.446 -10.366
  6.325  -9.034  -7.389 -10.209
  6.350  -8.916  -7.334 -10.053
  6.375  -8.796  -7.275  -9.899
  6.400  -8.676  -7.216  -9.746
  6.425  -8.557  -7.158  -9.595
  6.450  -8.439  -7.099  -9.446
  6.475  -8.324  -7.039  -9.298
  6.500  -8.207  -6.978  -9.154
  6.525  -8.092  -6.918  -9.012
  6.550  -7.978  -6.859  -8.873
  6.575  -7.867  -6.802  -8.737
  6.600  -7.757  -6.746  -8.603
  6.625  -7.649  -6.688  -8.470
  6.650  -7.543  -6.630  -8.337
  6.675  -7.439  -6.572  -8.206
  6.700  -7.338  -6.513  -8.075
  6.725  -7.236  -6.454  -7.946
  6.750  -7.136  -6.395  -7.818
  6.775  -7.039  -6.335  -7.695
  6.800  -6.944  -6.277  -7.574
  6.825  -6.852  -6.219  -7.455
  6.850  -6.761  -6.159  -7.338
  6.875  -6.673  -6.098  -7.225
  6.900  -6.586  -6.036  -7.113
  6.925  -6.500  -5.977  -7.004
  6.950  -6.417  -5.918  -6.897
  6.975  -6.334  -5.858  -6.793
  7.000  -6.253  -5.799  -6.692
  7.025  -6.175  -5.740  -6.593
  7.050  -6.098  -5.681  -6.497
  7.075  -6.023  -5.624  -6.403
  7.100  -5.948  -5.569  -6.311
  7.125  -5.876  -5.514  -6.222
  7.150  -5.806  -5.460  -6.136
  7.175  -5.737  -5.406  -6.051
  7.200  -5.670  -5.354  -5.969
  7.225  -5.604  -5.302  -5.889
  7.250  -5.540  -5.252  -5.812
  7.275  -5.477  -5.202  -5.737
  7.300  -5.416  -5.153  -5.665
  7.325  -5.357  -5.105  -5.595
  7.350  -5.299  -5.058  -5.528
  7.375  -5.244  -5.013  -5.463
  7.400  -5.190  -4.970  -5.401
  7.425  -5.139  -4.928  -5.340
  7.450  -5.089  -4.887  -5.282
  7.475  -5.042  -4.849  -5.227
  7.500  -4.996  -4.812  -5.174
  7.525  -4.953  -4.777  -5.123
  7.550  -4.911  -4.744  -5.075
  7.575  -4.872  -4.713  -5.029
  7.600  -4.835  -4.684  -4.986
  7.625  -4.800  -4.657  -4.945
  7.650  -4.767  -4.632  -4.906
  7.675  -4.736  -4.609  -4.870
  7.700  -4.708  -4.588  -4.837
  7.725  -4.682  -4.569  -4.806
  7.750  -4.658  -4.552  -4.777
  7.775  -4.637  -4.537  -4.751
  7.800  -4.618  -4.524  -4.727
  7.825  -4.601  -4.513  -4.705
  7.850  -4.587  -4.504  -4.687
  7.875  -4.575  -4.498  -4.670
  7.900  -4.566  -4.493  -4.656
  7.925  -4.558  -4.491  -4.645
  7.950  -4.554  -4.491  -4.636
  7.975  -4.551  -4.492  -4.630
  8.000  -4.552  -4.496  -4.627
  8.025  -4.554  -4.502  -4.626
  8.050  -4.559  -4.510  -4.628
  8.075  -4.567  -4.520  -4.632
  8.100  -4.577  -4.532  -4.639
  8.125  -4.589  -4.546  -4.649
  8.150  -4.604  -4.561  -4.661
  8.175  -4.622  -4.579  -4.676
  8.200  -4.642  -4.599  -4.694
  8.225  -4.663  -4.620  -4.715
  8.250  -4.688  -4.643  -4.739
  8.275  -4.714  -4.668  -4.766
  8.300  -4.743  -4.695  -4.796
  8.325  -4.773  -4.724  -4.828
  8.350  -4.806  -4.755  -4.863
  8.375  -4.841  -4.788  -4.900
  8.400  -4.878  -4.823  -4.941
  8.425  -4.917  -4.859  -4.983
  8.450  -4.958  -4.898  -5.029
  8.475  -5.002  -4.938  -5.077
  8.500  -5.047  -4.980  -5.128
  8.525  -5.094  -5.024  -5.181
  8.550  -5.144  -5.070  -5.237
  8.575  -5.196  -5.118  -5.296
  8.600  -5.249  -5.167  -5.357
  8.625  -5.305  -5.218  -5.420
  8.650  -5.363  -5.271  -5.486
  8.675  -5.422  -5.325  -5.554
  8.700  -5.483  -5.382  -5.624
  8.725  -5.546  -5.439  -5.696
  8.750  -5.611  -5.498  -5.769
  8.775  -5.678  -5.558  -5.844
  8.800  -5.745  -5.620  -5.921
  8.825  -5.814  -5.683  -5.999
  8.850  -5.884  -5.747  -6.078
  8.875  -5.956  -5.813  -6.158
  8.900  -6.028  -5.879  -6.239
  8.925  -6.101  -5.946  -6.319
  8.950  -6.174  -6.014  -6.400
  8.975  -6.247  -6.082  -6.480
  9.000  -6.321  -6.151  -6.560
  9.025  -6.394  -6.220  -6.638
  9.050  -6.467  -6.289  -6.717
  9.075  -6.540  -6.358  -6.794
  9.100  -6.611  -6.427  -6.869
  9.125  -6.682  -6.495  -6.942
  9.150  -6.752  -6.563  -7.012
  9.175  -6.820  -6.631  -7.080
  9.200  -6.887  -6.698  -7.146
  9.225  -6.953  -6.764  -7.210
  9.250  -7.017  -6.829  -7.270
  9.275  -7.080  -6.892  -7.328
  9.300  -7.141  -6.955  -7.384
  9.325  -7.200  -7.018  -7.438
  9.350  -7.258  -7.079  -7.490
  9.375  -7.315  -7.140  -7.541
  9.400  -7.372  -7.200  -7.591
  9.425  -7.426  -7.259  -7.640
  9.450  -7.480  -7.317  -7.689
  9.475  -7.534  -7.375  -7.737
  9.500  -7.588  -7.431  -7.787
  9.525  -7.641  -7.487  -7.838
  9.550  -7.695  -7.543  -7.889
  9.575  -7.748  -7.597  -7.942
  9.600  -7.802  -7.650  -7.997
  9.625  -7.856  -7.703  -8.054
  9.650  -7.911  -7.755  -8.112
  9.675  -7.966  -7.807  -8.172
  9.700  -8.021  -7.858  -8.234
  9.725  -8.077  -7.909  -8.299
  9.750  -8.134  -7.960  -8.366
  9.775  -8.192  -8.010  -8.435
  9.800  -8.251  -8.060  -8.506
  9.825  -8.311  -8.111  -8.580
  9.850  -8.373  -8.161  -8.655
  9.875  -8.435  -8.211  -8.732
  9.900  -8.500  -8.262  -8.811
  9.925  -8.565  -8.313  -8.891
  9.950  -8.632  -8.364  -8.974
  9.975  -8.700  -8.416  -9.057
 10.000  -8.769  -8.469  -9.142
 10.025  -8.840  -8.522  -9.228
 10.050  -8.913  -8.577  -9.316
 10.075  -8.986  -8.632  -9.406
 10.100  -9.060  -8.688  -9.498
 10.125  -9.136  -8.745  -9.591
 10.150  -9.213  -8.803  -9.685
 10.175  -9.291  -8.861  -9.782
 10.200  -9.370  -8.921  -9.879
 10.225  -9.451  -8.982  -9.979
 10.250  -9.533  -9.045 -10.080
 10.275  -9.615  -9.108 -10.183
 10.300  -9.699  -9.172 -10.286
 10.325  -9.784  -9.237 -10.392
 10.350  -9.870  -9.304 -10.500
 10.375  -9.957  -9.372 -10.610
 10.400 -10.044  -9.441 -10.721
 10.425 -10.133  -9.510 -10.834
 10.450 -10.222  -9.580 -10.950
 10.475 -10.312  -9.652 -11.066
 10.500 -10.404  -9.724 -11.185
 10.525 -10.498  -9.798 -11.305
 10.550 -10.591  -9.873 -11.427
 10.575 -10.687  -9.949 -11.550
 10.600 -10.783 -10.026 -11.676
 10.625 -10.880 -10.104 -11.804
 10.650 -10.978 -10.182 -11.933
 10.675 -11.077 -10.262 -12.066
 10.700 -11.176 -10.343 -12.198
 10.725 -11.277 -10.424 -12.333
 10.750 -11.379 -10.507 -12.469
 10.775 -11.483 -10.590 -12.609
 10.800 -11.587 -10.675 -12.749
 10.825 -11.693 -10.761 -12.893
 10.850 -11.799 -10.848 -13.037
 10.875 -11.906 -10.936 -13.184
 10.900 -12.014 -11.025 -13.331
 10.925 -12.123 -11.115 -13.480
 10.950 -12.233 -11.205 -13.629
 10.975 -12.344 -11.297 -13.780
 11.000 -12.457 -11.390 -13.933
