#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -17.625 -11.952 -22.881
  6.025 -17.470 -11.875 -22.657
  6.050 -17.315 -11.798 -22.429
  6.075 -17.165 -11.724 -22.206
  6.100 -17.009 -11.655 -21.982
  6.125 -16.858 -11.578 -21.757
  6.150 -16.709 -11.508 -21.536
  6.175 -16.558 -11.434 -21.315
  6.200 -16.409 -11.364 -21.096
  6.225 -16.260 -11.289 -20.885
  6.250 -16.115 -11.216 -20.667
  6.275 -15.972 -11.146 -20.451
  6.300 -15.829 -11.078 -20.233
  6.325 -15.686 -11.014 -20.017
  6.350 -15.543 -10.944 -19.804
  6.375 -15.402 -10.878 -19.593
  6.400 -15.264 -10.814 -19.382
  6.425 -15.125 -10.746 -19.177
  6.450 -14.988 -10.679 -18.968
  6.475 -14.852 -10.612 -18.763
  6.500 -14.717 -10.543 -18.566
  6.525 -14.583 -10.482 -18.366
  6.550 -14.449 -10.422 -18.165
  6.575 -14.314 -10.363 -17.965
  6.600 -14.181 -10.303 -17.772
  6.625 -14.050 -10.240 -17.581
  6.650 -13.920 -10.182 -17.390
  6.675 -13.793 -10.122 -17.200
  6.700 -13.666 -10.066 -17.006
  6.725 -13.540 -10.010 -16.821
  6.750 -13.415  -9.959 -16.635
  6.775 -13.291  -9.904 -16.456
  6.800 -13.167  -9.851 -16.273
  6.825 -13.044  -9.795 -16.092
  6.850 -12.924  -9.740 -15.915
  6.875 -12.804  -9.688 -15.737
  6.900 -12.686  -9.638 -15.562
  6.925 -12.569  -9.582 -15.388
  6.950 -12.454  -9.528 -15.215
  6.975 -12.337  -9.477 -15.048
  7.000 -12.224  -9.422 -14.878
  7.025 -12.111  -9.369 -14.710
  7.050 -12.000  -9.317 -14.547
  7.075 -11.890  -9.268 -14.382
  7.100 -11.778  -9.215 -14.219
  7.125 -11.669  -9.163 -14.059
  7.150 -11.560  -9.115 -13.899
  7.175 -11.453  -9.069 -13.739
  7.200 -11.349  -9.023 -13.582
  7.225 -11.243  -8.972 -13.430
  7.250 -11.141  -8.928 -13.280
  7.275 -11.038  -8.886 -13.132
  7.300 -10.938  -8.840 -12.985
  7.325 -10.837  -8.794 -12.838
  7.350 -10.738  -8.743 -12.693
  7.375 -10.640  -8.700 -12.550
  7.400 -10.545  -8.656 -12.410
  7.425 -10.451  -8.614 -12.269
  7.450 -10.358  -8.571 -12.132
  7.475 -10.265  -8.528 -11.997
  7.500 -10.174  -8.484 -11.862
  7.525 -10.083  -8.442 -11.730
  7.550  -9.994  -8.399 -11.599
  7.575  -9.907  -8.356 -11.469
  7.600  -9.821  -8.314 -11.340
  7.625  -9.736  -8.273 -11.216
  7.650  -9.652  -8.234 -11.091
  7.675  -9.572  -8.195 -10.969
  7.700  -9.491  -8.155 -10.848
  7.725  -9.412  -8.116 -10.729
  7.750  -9.335  -8.078 -10.611
  7.775  -9.258  -8.040 -10.497
  7.800  -9.182  -8.003 -10.383
  7.825  -9.107  -7.966 -10.272
  7.850  -9.034  -7.929 -10.163
  7.875  -8.962  -7.896 -10.055
  7.900  -8.892  -7.860  -9.949
  7.925  -8.823  -7.826  -9.846
  7.950  -8.755  -7.792  -9.745
  7.975  -8.688  -7.758  -9.645
  8.000  -8.622  -7.725  -9.548
  8.025  -8.558  -7.693  -9.453
  8.050  -8.496  -7.661  -9.360
  8.075  -8.435  -7.631  -9.269
  8.100  -8.376  -7.601  -9.179
  8.125  -8.317  -7.572  -9.092
  8.150  -8.260  -7.543  -9.006
  8.175  -8.204  -7.514  -8.922
  8.200  -8.150  -7.488  -8.841
  8.225  -8.098  -7.461  -8.761
  8.250  -8.047  -7.435  -8.684
  8.275  -7.998  -7.410  -8.608
  8.300  -7.949  -7.386  -8.535
  8.325  -7.902  -7.364  -8.464
  8.350  -7.856  -7.342  -8.394
  8.375  -7.812  -7.320  -8.327
  8.400  -7.770  -7.300  -8.262
  8.425  -7.730  -7.281  -8.199
  8.450  -7.691  -7.262  -8.137
  8.475  -7.653  -7.245  -8.079
  8.500  -7.617  -7.228  -8.021
  8.525  -7.582  -7.213  -7.966
  8.550  -7.549  -7.198  -7.914
  8.575  -7.517  -7.184  -7.863
  8.600  -7.488  -7.171  -7.815
  8.625  -7.460  -7.159  -7.768
  8.650  -7.433  -7.149  -7.724
  8.675  -7.408  -7.139  -7.683
  8.700  -7.384  -7.131  -7.643
  8.725  -7.362  -7.123  -7.606
  8.750  -7.342  -7.116  -7.570
  8.775  -7.323  -7.111  -7.537
  8.800  -7.306  -7.106  -7.506
  8.825  -7.291  -7.102  -7.478
  8.850  -7.277  -7.100  -7.451
  8.875  -7.264  -7.099  -7.427
