#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -15.392 -12.830 -16.931
  6.025 -15.188 -12.722 -16.685
  6.050 -14.991 -12.615 -16.440
  6.075 -14.787 -12.508 -16.197
  6.100 -14.589 -12.395 -15.955
  6.125 -14.390 -12.276 -15.714
  6.150 -14.194 -12.154 -15.473
  6.175 -14.000 -12.026 -15.234
  6.200 -13.800 -11.894 -14.999
  6.225 -13.595 -11.762 -14.766
  6.250 -13.390 -11.622 -14.537
  6.275 -13.183 -11.485 -14.311
  6.300 -12.976 -11.337 -14.088
  6.325 -12.773 -11.187 -13.867
  6.350 -12.574 -11.032 -13.649
  6.375 -12.373 -10.878 -13.431
  6.400 -12.174 -10.722 -13.215
  6.425 -11.978 -10.563 -13.004
  6.450 -11.783 -10.406 -12.794
  6.475 -11.593 -10.250 -12.586
  6.500 -11.404 -10.092 -12.381
  6.525 -11.217  -9.932 -12.177
  6.550 -11.032  -9.773 -11.977
  6.575 -10.849  -9.617 -11.781
  6.600 -10.667  -9.460 -11.586
  6.625 -10.486  -9.304 -11.392
  6.650 -10.309  -9.148 -11.201
  6.675 -10.133  -8.997 -11.014
  6.700  -9.960  -8.846 -10.829
  6.725  -9.788  -8.697 -10.646
  6.750  -9.619  -8.550 -10.467
  6.775  -9.452  -8.406 -10.291
  6.800  -9.287  -8.266 -10.116
  6.825  -9.123  -8.126  -9.944
  6.850  -8.963  -7.987  -9.774
  6.875  -8.804  -7.851  -9.606
