# ShibuyaData>	col 0: Mass	col 1: Size	Between redshifts 0.0 and 0.2
7.3630E+00 -1.0621E-01
6.1830E+00 -6.8354E-01
8.9930E+00 2.5374E-01
7.0030E+00 -1.7364E-01
7.1230E+00 9.6447E-01
7.3330E+00 -9.8198E-01
7.2630E+00 -3.3596E-01
5.8830E+00 -7.9426E-01
6.9930E+00 -2.3142E-01
6.9630E+00 -6.8403E-01
6.7930E+00 -5.6640E-01
7.1030E+00 -2.9300E-01
6.5230E+00 -4.9240E-01
7.2530E+00 -5.1041E-02
8.5030E+00 5.3754E-01
5.8430E+00 -1.0033E+00
7.4930E+00 -4.1368E-01
5.8630E+00 -9.4386E-01
7.0630E+00 -4.0674E-01
9.0330E+00 2.8993E-01
6.4230E+00 -1.1784E+00
6.4430E+00 -9.7899E-01
6.2330E+00 -2.9721E-01
7.0730E+00 1.1972E-01
6.6930E+00 -5.1275E-01
6.0730E+00 -5.1513E-01
6.8830E+00 -2.4340E-01
6.1330E+00 -1.0037E+00
7.2030E+00 1.2394E-02
7.4030E+00 -1.7000E-02
6.8130E+00 -6.1373E-01
6.8930E+00 1.1568E+00
7.7330E+00 2.0619E-01
8.4530E+00 1.3183E-01
6.9230E+00 -1.2614E+00
7.5330E+00 -4.5180E-01
6.3830E+00 8.8473E-01
6.3730E+00 -4.7908E-01
6.4130E+00 -4.1006E-01
8.1530E+00 1.4364E-01
6.3730E+00 -1.0692E+00
6.8230E+00 -1.2107E+00
8.5930E+00 5.4832E-01
9.3730E+00 4.0493E-01
6.8730E+00 -5.1023E-01
7.6230E+00 2.6886E-01
6.7230E+00 -5.9792E-01
6.8730E+00 -1.2492E-01
8.3530E+00 6.4688E-01
6.6930E+00 -7.6183E-01
6.6030E+00 -1.1756E-01
8.1630E+00 6.5730E-03
7.3730E+00 -2.1631E-01
6.3730E+00 -7.2821E-01
7.0430E+00 -6.7486E-01
7.0630E+00 -8.2143E-01
9.0130E+00 6.8981E-01
6.6230E+00 -2.2020E-01
6.3830E+00 -6.0596E-01
8.2230E+00 -4.8845E-03
5.7930E+00 -1.1472E+00
7.4430E+00 -2.5049E-01
6.9230E+00 -5.3951E-01
6.7330E+00 -2.2065E-01
9.4830E+00 1.8267E-01
6.9430E+00 -4.9324E-01
8.2730E+00 2.4793E-02
6.6830E+00 -3.1024E-01
6.5130E+00 -7.9082E-01
