9.6	-2.07	0.13
9.9	-2.21	0.12
10.1	-2.31	0.13
10.4	-2.68	0.14
10.6	-3.01	0.14
10.9	-3.09	0.14
11.1	-3.85	0.47
11.4	-3.98	0.49
11.6	-4.15	0.53
11.9	-4.75	0.81
