9.4	-2.17	0.12
9.6	-2.15	0.12
9.9	-2.21	0.12
10.1	-2.32	0.13
10.4	-2.62	0.13
10.6	-2.70	0.13
10.9	-2.89	0.13
11.1	-3.45	0.42
11.4	-3.64	0.46
11.6	-3.98	0.54
11.9	-4.75	1.81
