8.6	-1.79	0.12
8.9	-1.83	0.12
9.1	-1.99	0.11
9.4	-2.06	0.12
9.6	-2.31	0.13
9.9	-2.40	0.12
10.1	-2.48	0.13
10.4	-2.60	0.13
10.6	-2.67	0.13
10.9	-2.55	0.14
11.1	-2.89	0.15
11.4	-3.17	0.15
11.6	-3.47	0.18
11.9	-4.17	0.24
