-22.0000	5.0674e-07	1.6424e-07	2.0593e-07
-21.5172	1.4017e-06	3.9863e-07	4.7997e-07
-21.0345	3.6109e-06	8.6057e-07	9.9282e-07
-20.5517	8.8165e-06	1.7075e-06	1.8350e-06
-20.0690	2.0309e-05	3.1150e-06	3.1829e-06
-19.5862	4.4521e-05	5.4110e-06	5.1905e-06
-19.1034	9.2794e-05	8.8790e-06	8.9040e-06
-18.6207	1.8579e-04	1.5509e-05	1.6557e-05
-18.1379	3.5883e-04	3.0327e-05	3.3258e-05
-17.6552	6.7015e-04	6.3590e-05	6.8353e-05
-17.1724	1.2103e-03	1.3096e-04	1.3933e-04
-16.6897	2.1196e-03	2.6004e-04	2.7202e-04
-16.2069	3.6142e-03	5.0719e-04	4.9868e-04
-15.7241	5.9634e-03	9.3506e-04	9.1142e-04
-15.2414	9.6098e-03	1.7622e-03	1.5779e-03
-14.7586	1.4948e-02	3.2294e-03	2.8199e-03
-14.2759	2.2639e-02	4.9507e-03	4.9069e-03
-13.7931	3.3233e-02	9.8447e-03	8.8378e-03
-13.3103	4.7336e-02	1.7948e-02	1.5317e-02
-12.8276	6.5701e-02	3.2900e-02	2.4962e-02
-12.3448	8.9402e-02	5.7838e-02	3.7944e-02
-11.8621	1.1495e-01	8.9749e-02	5.6686e-02
-11.3793	1.3956e-01	1.2388e-01	9.2033e-02
-10.8966	1.5583e-01	1.4855e-01	1.3776e-01
-10.4138	1.5260e-01	1.5036e-01	1.9858e-01
-9.9310	1.2852e-01	1.2812e-01	2.7423e-01
-9.4483	8.8571e-02	8.8536e-02	3.4005e-01
-8.9655	4.5160e-02	4.5158e-02	3.6552e-01
-8.4828	1.7686e-02	1.7686e-02	3.2288e-01
-8.0000	4.1924e-03	4.1924e-03	2.2680e-01
