# CANDELSData>	col 0: Mass	col 1: Size	Between redshifts 1.1 and 1.5
9.3500E+00 1.9472E-01
1.0114E+01 2.8094E-01
9.8560E+00 2.2190E-01
9.6700E+00 4.0210E-01
9.4170E+00 3.4798E-01
9.1460E+00 3.6646E-01
9.0830E+00 1.4620E-01
9.1840E+00 3.5409E-01
9.3690E+00 1.1519E-01
9.5680E+00 1.6584E-01
9.9120E+00 6.8887E-01
9.4200E+00 5.6590E-01
9.6790E+00 6.0352E-01
1.0530E+01 8.0730E-01
1.0086E+01 7.8771E-01
9.8210E+00 5.9516E-01
1.0463E+01 6.2553E-01
9.4900E+00 5.2774E-01
9.7980E+00 2.8198E-01
9.3960E+00 2.6133E-01
9.3960E+00 2.6133E-01
9.9370E+00 5.0841E-01
1.0391E+01 5.2067E-01
9.5270E+00 5.5627E-01
9.4370E+00 2.3537E-01
9.9240E+00 4.5148E-01
9.3210E+00 6.3317E-01
9.3210E+00 3.6781E-01
9.2840E+00 2.3357E-01
9.3490E+00 6.4647E-02
9.8810E+00 8.3826E-01
9.4610E+00 4.4766E-01
1.0111E+01 6.4779E-01
1.1434E+01 6.2112E-01
9.5340E+00 3.4036E-01
9.5340E+00 3.4036E-01
9.4610E+00 6.8463E-01
1.0382E+01 7.5931E-01
1.0570E+01 2.4081E-01
1.0570E+01 2.4081E-01
9.2840E+00 5.2150E-01
9.8540E+00 6.2322E-01
1.0476E+01 4.9067E-01
1.0604E+01 8.0128E-01
1.0422E+01 4.7489E-01
9.7170E+00 3.8523E-01
9.5530E+00 5.3966E-01
1.0193E+01 6.1106E-01
1.1036E+01 4.1724E-01
9.9830E+00 2.6655E-01
9.0420E+00 5.1723E-01
1.0557E+01 7.1313E-01
9.8590E+00 5.4858E-01
9.4840E+00 6.1069E-01
9.9840E+00 6.5763E-01
8.7360E+00 5.4461E-01
1.0638E+01 7.3653E-01
1.0104E+01 6.1461E-01
9.2350E+00 2.6360E-01
9.2350E+00 2.6360E-01
9.3290E+00 5.3452E-01
9.7520E+00 3.5876E-01
1.1020E+01 5.6621E-01
9.1530E+00 1.3115E-01
9.7600E+00 6.9875E-01
9.5940E+00 3.2611E-01
9.2100E+00 8.0991E-02
8.9600E+00 4.4777E-01
9.5880E+00 2.5754E-01
9.1530E+00 2.9956E-01
1.1131E+01 7.0629E-01
9.3530E+00 2.0304E-01
9.6260E+00 2.3947E-01
9.3800E+00 2.4390E-01
1.0029E+01 5.7810E-01
1.0033E+01 8.7258E-01
9.5470E+00 3.6572E-01
9.5390E+00 2.0558E-01
9.4410E+00 1.2986E-01
9.6140E+00 2.1061E-01
1.0642E+01 5.4861E-01
9.3270E+00 7.7219E-01
8.5260E+00 1.2282E-01
9.7500E+00 5.2328E-01
9.3320E+00 4.0489E-01
1.1255E+01 7.1071E-01
9.3910E+00 6.3206E-01
9.6990E+00 2.1281E-01
9.9860E+00 6.7533E-01
9.6530E+00 4.1623E-01
9.8050E+00 3.7344E-01
9.4890E+00 2.3710E-01
9.8100E+00 4.7897E-01
9.7630E+00 2.1007E-01
1.0768E+01 5.8381E-01
9.3940E+00 6.1597E-01
9.1560E+00 1.9972E-01
9.2410E+00 6.0675E-01
9.7470E+00 3.4096E-01
9.0710E+00 2.0408E-01
9.0210E+00 1.5931E-01
9.1090E+00 4.8408E-01
9.3580E+00 1.6131E-01
9.8220E+00 4.1676E-01
9.8960E+00 3.3926E-01
1.0226E+01 4.0145E-01
1.0390E+01 6.3192E-01
9.6740E+00 2.1760E-01
9.3280E+00 1.9616E-01
9.1540E+00 4.3536E-01
1.0419E+01 6.4873E-01
8.9630E+00 2.6665E-01
9.2590E+00 2.4931E-01
9.6610E+00 4.4420E-01
9.0780E+00 1.4269E-01
9.4980E+00 2.8981E-01
9.7520E+00 4.6994E-01
9.9690E+00 7.3784E-01
9.4960E+00 1.9481E-01
9.5270E+00 4.3204E-01
8.7570E+00 2.5302E-01
1.0699E+01 2.9713E-01
9.2870E+00 1.3814E-01
9.5160E+00 2.7986E-01
1.0477E+01 3.7586E-01
1.0616E+01 5.7044E-01
9.2970E+00 2.4325E-01
9.4150E+00 3.0643E-01
1.0111E+01 5.7350E-01
9.3360E+00 3.1132E-01
9.7620E+00 6.7725E-01
9.8680E+00 2.9278E-01
9.2960E+00 5.3112E-01
1.0275E+01 6.7121E-01
9.3800E+00 4.3770E-01
9.8330E+00 5.3650E-01
1.0576E+01 2.7325E-01
9.8980E+00 4.0052E-01
1.0306E+01 6.9845E-01
9.4790E+00 5.3148E-01
9.3250E+00 1.9396E-01
9.7710E+00 3.2899E-01
1.0276E+01 7.1497E-01
8.9950E+00 2.3089E-01
9.2150E+00 2.4694E-01
8.8630E+00 4.6824E-01
9.1540E+00 1.9582E-01
9.5600E+00 4.3184E-01
9.3430E+00 -1.9359E-01
9.7710E+00 5.7739E-01
1.0274E+01 6.3092E-01
9.1330E+00 1.2164E-01
9.6760E+00 5.5883E-01
1.0045E+01 3.3862E-01
1.0308E+01 5.6754E-01
9.4890E+00 5.2706E-01
1.0713E+01 6.1730E-01
8.9690E+00 1.8439E-01
9.4790E+00 6.8738E-01
9.3760E+00 7.9741E-01
9.3350E+00 2.6506E-01
1.0428E+01 6.2603E-01
9.6700E+00 3.3579E-01
1.1086E+01 5.9872E-01
9.1840E+00 1.7017E-01
9.6630E+00 7.2241E-01
1.0019E+01 1.9773E-01
9.7800E+00 1.3155E-01
1.1019E+01 7.0557E-01
1.0397E+01 5.2733E-01
1.0451E+01 7.6309E-01
9.6330E+00 7.4550E-01
