11.63	-5.067	0.333	0.356
11.34	-3.949	0.113	0.113
11.05	-3.570	0.103	0.103
10.76	-3.402	0.118	0.118
10.47	-3.119	0.215	0.125
10.18	-3.401	0.291	0.298
9.89	-2.640	0.298	0.302
