#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -12.724  -9.640 -15.041
  6.025 -12.541  -9.564 -14.804
  6.050 -12.361  -9.488 -14.571
  6.075 -12.180  -9.412 -14.340
  6.100 -12.001  -9.338 -14.111
  6.125 -11.821  -9.265 -13.885
  6.150 -11.640  -9.196 -13.661
  6.175 -11.454  -9.127 -13.441
  6.200 -11.268  -9.058 -13.225
  6.225 -11.087  -8.989 -13.012
  6.250 -10.911  -8.906 -12.803
  6.275 -10.738  -8.827 -12.595
  6.300 -10.572  -8.752 -12.391
  6.325 -10.406  -8.678 -12.188
  6.350 -10.243  -8.599 -11.989
  6.375 -10.084  -8.513 -11.790
  6.400  -9.926  -8.428 -11.597
  6.425  -9.770  -8.353 -11.406
  6.450  -9.619  -8.276 -11.217
  6.475  -9.468  -8.190 -11.033
  6.500  -9.321  -8.096 -10.849
  6.525  -9.179  -8.007 -10.667
  6.550  -9.038  -7.923 -10.487
  6.575  -8.899  -7.826 -10.310
  6.600  -8.762  -7.723 -10.133
  6.625  -8.629  -7.615  -9.959
  6.650  -8.498  -7.523  -9.790
  6.675  -8.369  -7.434  -9.625
  6.700  -8.241  -7.336  -9.462
  6.725  -8.115  -7.232  -9.303
  6.750  -7.992  -7.123  -9.147
  6.775  -7.869  -7.011  -8.992
  6.800  -7.747  -6.899  -8.838
  6.825  -7.624  -6.784  -8.689
  6.850  -7.503  -6.670  -8.539
  6.875  -7.384  -6.558  -8.394
  6.900  -7.268  -6.450  -8.250
  6.925  -7.155  -6.345  -8.108
  6.950  -7.044  -6.244  -7.969
  6.975  -6.936  -6.145  -7.832
  7.000  -6.829  -6.048  -7.699
  7.025  -6.724  -5.953  -7.571
  7.050  -6.622  -5.861  -7.445
  7.075  -6.520  -5.769  -7.321
  7.100  -6.419  -5.680  -7.201
  7.125  -6.319  -5.591  -7.083
  7.150  -6.220  -5.505  -6.968
  7.175  -6.121  -5.420  -6.857
  7.200  -6.024  -5.337  -6.749
  7.225  -5.930  -5.256  -6.643
