#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  7.250  -5.838  -5.178  -6.539
  7.275  -5.749  -5.102  -6.437
  7.300  -5.662  -5.029  -6.337
  7.325  -5.577  -4.958  -6.239
  7.350  -5.494  -4.889  -6.143
  7.375  -5.413  -4.824  -6.049
  7.400  -5.335  -4.761  -5.958
  7.425  -5.260  -4.701  -5.870
  7.450  -5.187  -4.644  -5.784
  7.475  -5.117  -4.589  -5.701
  7.500  -5.049  -4.537  -5.621
  7.525  -4.984  -4.488  -5.543
  7.550  -4.923  -4.442  -5.468
  7.575  -4.864  -4.398  -5.395
  7.600  -4.807  -4.358  -5.325
  7.625  -4.754  -4.321  -5.258
  7.650  -4.704  -4.286  -5.193
  7.675  -4.656  -4.254  -5.132
  7.700  -4.611  -4.224  -5.074
  7.725  -4.569  -4.198  -5.018
  7.750  -4.530  -4.174  -4.965
  7.775  -4.493  -4.153  -4.915
  7.800  -4.460  -4.135  -4.868
  7.825  -4.429  -4.120  -4.824
  7.850  -4.402  -4.107  -4.782
  7.875  -4.377  -4.097  -4.744
  7.900  -4.354  -4.090  -4.708
  7.925  -4.335  -4.086  -4.675
  7.950  -4.319  -4.085  -4.645
  7.975  -4.305  -4.086  -4.618
  8.000  -4.295  -4.090  -4.593
  8.025  -4.287  -4.097  -4.572
  8.050  -4.282  -4.107  -4.553
  8.075  -4.281  -4.120  -4.537
  8.100  -4.281  -4.135  -4.524
  8.125  -4.285  -4.153  -4.514
  8.150  -4.293  -4.173  -4.507
  8.175  -4.303  -4.195  -4.503
  8.200  -4.318  -4.219  -4.502
  8.225  -4.337  -4.245  -4.504
  8.250  -4.359  -4.273  -4.508
  8.275  -4.385  -4.302  -4.516
  8.300  -4.414  -4.333  -4.528
  8.325  -4.444  -4.365  -4.545
  8.350  -4.477  -4.399  -4.567
  8.375  -4.511  -4.434  -4.596
  8.400  -4.547  -4.471  -4.630
  8.425  -4.585  -4.509  -4.667
  8.450  -4.625  -4.549  -4.708
  8.475  -4.666  -4.590  -4.753
  8.500  -4.708  -4.633  -4.802
  8.525  -4.753  -4.678  -4.855
  8.550  -4.800  -4.724  -4.914
  8.575  -4.849  -4.771  -4.980
  8.600  -4.902  -4.820  -5.049
  8.625  -4.957  -4.870  -5.122
  8.650  -5.014  -4.923  -5.197
  8.675  -5.076  -4.977  -5.274
  8.700  -5.140  -5.033  -5.353
  8.725  -5.207  -5.091  -5.434
  8.750  -5.277  -5.151  -5.516
  8.775  -5.350  -5.213  -5.600
  8.800  -5.425  -5.278  -5.684
  8.825  -5.502  -5.345  -5.768
  8.850  -5.581  -5.415  -5.852
  8.875  -5.662  -5.487  -5.936
  8.900  -5.743  -5.561  -6.019
  8.925  -5.827  -5.637  -6.101
  8.950  -5.910  -5.715  -6.182
  8.975  -5.993  -5.795  -6.260
  9.000  -6.076  -5.876  -6.336
  9.025  -6.159  -5.957  -6.410
  9.050  -6.240  -6.040  -6.481
  9.075  -6.320  -6.122  -6.549
  9.100  -6.398  -6.205  -6.614
  9.125  -6.474  -6.287  -6.677
  9.150  -6.548  -6.368  -6.738
  9.175  -6.618  -6.447  -6.798
  9.200  -6.687  -6.524  -6.855
  9.225  -6.752  -6.598  -6.911
  9.250  -6.816  -6.670  -6.966
  9.275  -6.877  -6.738  -7.020
  9.300  -6.936  -6.804  -7.074
  9.325  -6.995  -6.868  -7.127
  9.350  -7.052  -6.929  -7.180
  9.375  -7.107  -6.988  -7.234
  9.400  -7.162  -7.045  -7.287
  9.425  -7.216  -7.102  -7.340
  9.450  -7.271  -7.157  -7.394
  9.475  -7.325  -7.212  -7.448
  9.500  -7.379  -7.266  -7.504
  9.525  -7.434  -7.320  -7.561
  9.550  -7.490  -7.374  -7.619
  9.575  -7.545  -7.428  -7.679
  9.600  -7.602  -7.483  -7.740
  9.625  -7.660  -7.538  -7.803
  9.650  -7.718  -7.594  -7.870
  9.675  -7.778  -7.650  -7.938
  9.700  -7.839  -7.707  -8.008
  9.725  -7.901  -7.765  -8.080
  9.750  -7.964  -7.824  -8.155
  9.775  -8.029  -7.884  -8.233
  9.800  -8.096  -7.944  -8.312
  9.825  -8.164  -8.006  -8.394
  9.850  -8.233  -8.068  -8.479
  9.875  -8.304  -8.132  -8.566
  9.900  -8.377  -8.196  -8.656
  9.925  -8.451  -8.262  -8.747
  9.950  -8.527  -8.328  -8.840
  9.975  -8.605  -8.396  -8.937
 10.000  -8.684  -8.464  -9.035
 10.025  -8.766  -8.534  -9.136
 10.050  -8.849  -8.604  -9.239
 10.075  -8.934  -8.675  -9.345
 10.100  -9.021  -8.748  -9.452
 10.125  -9.109  -8.821  -9.562
 10.150  -9.200  -8.896  -9.675
 10.175  -9.291  -8.972  -9.791
 10.200  -9.386  -9.048  -9.909
 10.225  -9.481  -9.126 -10.029
 10.250  -9.579  -9.205 -10.152
 10.275  -9.678  -9.284 -10.278
 10.300  -9.779  -9.365 -10.406
 10.325  -9.882  -9.447 -10.535
 10.350  -9.986  -9.530 -10.668
 10.375 -10.092  -9.614 -10.803
 10.400 -10.198  -9.699 -10.942
 10.425 -10.307  -9.785 -11.082
 10.450 -10.417  -9.873 -11.223
 10.475 -10.529  -9.961 -11.368
 10.500 -10.642 -10.051 -11.516
 10.525 -10.756 -10.141 -11.666
 10.550 -10.872 -10.232 -11.818
 10.575 -10.991 -10.324 -11.972
 10.600 -11.111 -10.418 -12.130
 10.625 -11.232 -10.511 -12.290
 10.650 -11.355 -10.607 -12.452
 10.675 -11.480 -10.703 -12.617
 10.700 -11.607 -10.801 -12.784
 10.725 -11.736 -10.900 -12.952
 10.750 -11.865 -10.999 -13.124
 10.775 -11.997 -11.099 -13.301
 10.800 -12.130 -11.200 -13.478
 10.825 -12.264 -11.302 -13.659
 10.850 -12.400 -11.405 -13.842
 10.875 -12.538 -11.508 -14.027
 10.900 -12.676 -11.614 -14.215
 10.925 -12.816 -11.720 -14.405
 10.950 -12.957 -11.828 -14.596
 10.975 -13.101 -11.936 -14.792
 11.000 -13.247 -12.045 -14.989
