#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  7.700  -5.096  -4.757  -5.425
  7.725  -5.071  -4.744  -5.388
  7.750  -5.048  -4.732  -5.354
  7.775  -5.027  -4.721  -5.321
  7.800  -5.007  -4.712  -5.291
  7.825  -4.990  -4.705  -5.262
  7.850  -4.974  -4.699  -5.236
  7.875  -4.961  -4.695  -5.212
  7.900  -4.949  -4.693  -5.190
  7.925  -4.939  -4.693  -5.170
  7.950  -4.931  -4.694  -5.152
  7.975  -4.925  -4.698  -5.137
  8.000  -4.921  -4.704  -5.124
  8.025  -4.919  -4.711  -5.112
  8.050  -4.919  -4.721  -5.103
  8.075  -4.920  -4.732  -5.096
  8.100  -4.924  -4.746  -5.090
  8.125  -4.929  -4.761  -5.087
  8.150  -4.936  -4.779  -5.086
  8.175  -4.946  -4.799  -5.088
  8.200  -4.957  -4.821  -5.091
  8.225  -4.970  -4.844  -5.097
  8.250  -4.986  -4.869  -5.104
  8.275  -5.003  -4.897  -5.114
  8.300  -5.023  -4.925  -5.126
  8.325  -5.046  -4.954  -5.141
  8.350  -5.071  -4.985  -5.158
  8.375  -5.097  -5.016  -5.178
  8.400  -5.126  -5.049  -5.201
  8.425  -5.156  -5.082  -5.227
  8.450  -5.188  -5.116  -5.255
  8.475  -5.221  -5.152  -5.287
  8.500  -5.255  -5.188  -5.321
  8.525  -5.291  -5.225  -5.357
  8.550  -5.329  -5.264  -5.396
  8.575  -5.368  -5.303  -5.437
  8.600  -5.408  -5.344  -5.482
  8.625  -5.450  -5.385  -5.530
  8.650  -5.494  -5.428  -5.582
  8.675  -5.539  -5.473  -5.638
  8.700  -5.586  -5.519  -5.698
  8.725  -5.634  -5.566  -5.762
  8.750  -5.685  -5.614  -5.829
  8.775  -5.737  -5.664  -5.898
  8.800  -5.791  -5.716  -5.970
  8.825  -5.847  -5.769  -6.045
  8.850  -5.905  -5.823  -6.121
  8.875  -5.965  -5.879  -6.200
  8.900  -6.027  -5.937  -6.281
  8.925  -6.091  -5.996  -6.364
  8.950  -6.157  -6.057  -6.450
  8.975  -6.225  -6.120  -6.538
  9.000  -6.295  -6.184  -6.627
  9.025  -6.366  -6.250  -6.719
  9.050  -6.440  -6.318  -6.813
  9.075  -6.516  -6.387  -6.909
  9.100  -6.593  -6.458  -7.007
  9.125  -6.672  -6.531  -7.106
  9.150  -6.753  -6.605  -7.208
  9.175  -6.836  -6.681  -7.312
  9.200  -6.921  -6.758  -7.417
  9.225  -7.008  -6.837  -7.525
  9.250  -7.096  -6.918  -7.635
  9.275  -7.187  -7.000  -7.746
  9.300  -7.279  -7.084  -7.860
  9.325  -7.373  -7.169  -7.975
  9.350  -7.468  -7.256  -8.092
  9.375  -7.565  -7.344  -8.210
  9.400  -7.664  -7.434  -8.329
  9.425  -7.764  -7.525  -8.449
  9.450  -7.865  -7.617  -8.573
  9.475  -7.969  -7.711  -8.696
  9.500  -8.074  -7.806  -8.821
  9.525  -8.181  -7.902  -8.946
  9.550  -8.288  -7.999  -9.073
  9.575  -8.395  -8.097  -9.203
  9.600  -8.506  -8.196  -9.334
  9.625  -8.617  -8.296  -9.469
  9.650  -8.729  -8.397  -9.605
  9.675  -8.844  -8.499  -9.746
  9.700  -8.959  -8.599  -9.891
  9.725  -9.077  -8.702 -10.038
  9.750  -9.195  -8.804 -10.189
  9.775  -9.317  -8.909 -10.341
  9.800  -9.440  -9.010 -10.497
  9.825  -9.565  -9.113 -10.655
  9.850  -9.693  -9.220 -10.813
  9.875  -9.823  -9.328 -10.974
  9.900  -9.955  -9.438 -11.136
  9.925 -10.090  -9.547 -11.301
  9.950 -10.226  -9.658 -11.469
  9.975 -10.364  -9.772 -11.638
 10.000 -10.504  -9.887 -11.809
 10.025 -10.646 -10.004 -11.984
 10.050 -10.790 -10.121 -12.159
 10.075 -10.934 -10.239 -12.335
 10.100 -11.080 -10.361 -12.513
 10.125 -11.228 -10.484 -12.693
 10.150 -11.379 -10.607 -12.878
 10.175 -11.531 -10.733 -13.066
 10.200 -11.685 -10.860 -13.254
 10.225 -11.841 -10.986 -13.444
 10.250 -11.999 -11.114 -13.639
 10.275 -12.158 -11.242 -13.835
 10.300 -12.320 -11.372 -14.034
 10.325 -12.482 -11.503 -14.232
 10.350 -12.647 -11.636 -14.433
 10.375 -12.813 -11.772 -14.636
 10.400 -12.980 -11.907 -14.839
 10.425 -13.149 -12.042 -15.044
 10.450 -13.320 -12.180 -15.253
 10.475 -13.492 -12.319 -15.461
 10.500 -13.667 -12.456 -15.674
 10.525 -13.843 -12.597 -15.890
 10.550 -14.019 -12.737 -16.105
 10.575 -14.198 -12.876 -16.323
 10.600 -14.378 -13.017 -16.546
 10.625 -14.561 -13.160 -16.767
 10.650 -14.743 -13.304 -16.990
 10.675 -14.929 -13.449 -17.212
 10.700 -15.118 -13.593 -17.440
 10.725 -15.307 -13.735 -17.672
 10.750 -15.497 -13.878 -17.902
 10.775 -15.690 -14.025 -18.135
 10.800 -15.886 -14.175 -18.370
 10.825 -16.080 -14.327 -18.606
 10.850 -16.277 -14.476 -18.852
 10.875 -16.474 -14.625 -19.096
 10.900 -16.675 -14.776 -19.339
 10.925 -16.876 -14.927 -19.583
 10.950 -17.079 -15.075 -19.830
 10.975 -17.284 -15.225 -20.083
 11.000 -17.490 -15.376 -20.338
