#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
 10.550 -12.190 -11.425 -12.941
 10.575 -12.379 -11.591 -13.150
 10.600 -12.570 -11.759 -13.361
 10.625 -12.766 -11.929 -13.575
 10.650 -12.964 -12.102 -13.792
 10.675 -13.165 -12.276 -14.012
 10.700 -13.368 -12.449 -14.235
 10.725 -13.574 -12.622 -14.461
 10.750 -13.782 -12.793 -14.689
 10.775 -13.995 -12.967 -14.921
 10.800 -14.210 -13.141 -15.156
 10.825 -14.427 -13.315 -15.393
 10.850 -14.647 -13.491 -15.633
 10.875 -14.869 -13.667 -15.875
 10.900 -15.092 -13.845 -16.121
 10.925 -15.316 -14.022 -16.370
 10.950 -15.545 -14.206 -16.621
 10.975 -15.777 -14.387 -16.876
 11.000 -16.010 -14.564 -17.133
