#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -18.848 -12.241 -20.983
  6.025 -18.600 -12.161 -20.691
  6.050 -18.354 -12.090 -20.401
  6.075 -18.107 -12.018 -20.113
  6.100 -17.863 -11.951 -19.827
  6.125 -17.622 -11.880 -19.542
  6.150 -17.385 -11.816 -19.262
  6.175 -17.146 -11.753 -18.983
  6.200 -16.911 -11.691 -18.708
  6.225 -16.678 -11.631 -18.434
  6.250 -16.448 -11.565 -18.165
  6.275 -16.216 -11.497 -17.899
  6.300 -15.989 -11.437 -17.635
  6.325 -15.768 -11.380 -17.374
  6.350 -15.545 -11.323 -17.117
  6.375 -15.322 -11.257 -16.861
  6.400 -15.100 -11.203 -16.608
  6.425 -14.881 -11.133 -16.359
  6.450 -14.668 -11.069 -16.111
  6.475 -14.455 -10.993 -15.866
  6.500 -14.244 -10.911 -15.625
  6.525 -14.032 -10.836 -15.385
  6.550 -13.822 -10.777 -15.149
  6.575 -13.615 -10.687 -14.915
  6.600 -13.411 -10.596 -14.684
  6.625 -13.210 -10.508 -14.455
  6.650 -13.012 -10.422 -14.231
  6.675 -12.814 -10.341 -14.008
  6.700 -12.617 -10.248 -13.787
  6.725 -12.425 -10.154 -13.569
  6.750 -12.233 -10.069 -13.352
  6.775 -12.046  -9.967 -13.140
  6.800 -11.860  -9.860 -12.930
  6.825 -11.677  -9.766 -12.722
  6.850 -11.496  -9.658 -12.518
  6.875 -11.317  -9.548 -12.315
  6.900 -11.138  -9.440 -12.116
  6.925 -10.962  -9.322 -11.920
  6.950 -10.786  -9.207 -11.725
  6.975 -10.615  -9.092 -11.534
  7.000 -10.446  -8.981 -11.345
  7.025 -10.282  -8.865 -11.159
  7.050 -10.120  -8.759 -10.976
  7.075  -9.959  -8.646 -10.795
  7.100  -9.800  -8.534 -10.618
  7.125  -9.642  -8.423 -10.443
  7.150  -9.488  -8.314 -10.272
  7.175  -9.336  -8.203 -10.103
  7.200  -9.188  -8.092  -9.938
  7.225  -9.041  -7.983  -9.775
  7.250  -8.897  -7.872  -9.614
  7.275  -8.755  -7.763  -9.457
  7.300  -8.616  -7.656  -9.302
  7.325  -8.480  -7.552  -9.150
  7.350  -8.346  -7.449  -9.001
  7.375  -8.215  -7.348  -8.855
  7.400  -8.087  -7.246  -8.710
  7.425  -7.962  -7.147  -8.569
  7.450  -7.839  -7.050  -8.431
  7.475  -7.718  -6.953  -8.296
  7.500  -7.600  -6.859  -8.164
  7.525  -7.484  -6.767  -8.034
  7.550  -7.371  -6.679  -7.907
  7.575  -7.261  -6.593  -7.782
  7.600  -7.153  -6.507  -7.661
  7.625  -7.048  -6.423  -7.542
  7.650  -6.945  -6.339  -7.426
  7.675  -6.846  -6.260  -7.313
  7.700  -6.748  -6.181  -7.202
  7.725  -6.654  -6.105  -7.095
  7.750  -6.561  -6.030  -6.990
  7.775  -6.471  -5.960  -6.888
  7.800  -6.384  -5.890  -6.789
  7.825  -6.299  -5.821  -6.692
  7.850  -6.217  -5.755  -6.598
  7.875  -6.137  -5.691  -6.507
  7.900  -6.059  -5.629  -6.419
  7.925  -5.984  -5.569  -6.334
  7.950  -5.912  -5.510  -6.252
  7.975  -5.842  -5.455  -6.172
  8.000  -5.776  -5.402  -6.096
  8.025  -5.712  -5.350  -6.022
  8.050  -5.650  -5.301  -5.951
  8.075  -5.591  -5.255  -5.883
  8.100  -5.535  -5.210  -5.817
  8.125  -5.482  -5.168  -5.755
  8.150  -5.431  -5.128  -5.695
  8.175  -5.382  -5.091  -5.638
  8.200  -5.336  -5.056  -5.584
  8.225  -5.294  -5.024  -5.533
  8.250  -5.253  -4.993  -5.484
  8.275  -5.216  -4.965  -5.438
  8.300  -5.181  -4.940  -5.395
  8.325  -5.149  -4.917  -5.355
  8.350  -5.120  -4.897  -5.317
  8.375  -5.093  -4.880  -5.283
  8.400  -5.069  -4.864  -5.251
  8.425  -5.048  -4.851  -5.222
  8.450  -5.029  -4.841  -5.195
  8.475  -5.013  -4.832  -5.172
  8.500  -4.999  -4.827  -5.151
  8.525  -4.989  -4.824  -5.133
  8.550  -4.981  -4.824  -5.118
  8.575  -4.975  -4.827  -5.106
  8.600  -4.972  -4.832  -5.097
  8.625  -4.972  -4.840  -5.090
  8.650  -4.975  -4.850  -5.087
  8.675  -4.980  -4.863  -5.086
  8.700  -4.988  -4.878  -5.088
  8.725  -4.999  -4.897  -5.092
  8.750  -5.012  -4.918  -5.100
  8.775  -5.029  -4.941  -5.110
  8.800  -5.047  -4.967  -5.124
  8.825  -5.069  -4.996  -5.140
  8.850  -5.094  -5.027  -5.158
  8.875  -5.121  -5.060  -5.180
  8.900  -5.152  -5.096  -5.205
  8.925  -5.185  -5.134  -5.234
  8.950  -5.221  -5.174  -5.266
  8.975  -5.260  -5.216  -5.301
  9.000  -5.301  -5.259  -5.341
  9.025  -5.345  -5.304  -5.383
  9.050  -5.391  -5.350  -5.430
  9.075  -5.439  -5.399  -5.479
  9.100  -5.490  -5.449  -5.533
  9.125  -5.542  -5.501  -5.590
  9.150  -5.598  -5.556  -5.652
  9.175  -5.656  -5.612  -5.717
  9.200  -5.717  -5.670  -5.785
  9.225  -5.780  -5.731  -5.857
  9.250  -5.846  -5.794  -5.932
  9.275  -5.915  -5.860  -6.010
  9.300  -5.987  -5.928  -6.091
  9.325  -6.061  -5.998  -6.175
  9.350  -6.138  -6.071  -6.262
  9.375  -6.218  -6.147  -6.352
  9.400  -6.301  -6.225  -6.445
  9.425  -6.386  -6.305  -6.540
  9.450  -6.475  -6.388  -6.638
  9.475  -6.566  -6.474  -6.739
  9.500  -6.659  -6.562  -6.843
  9.525  -6.756  -6.653  -6.950
  9.550  -6.855  -6.746  -7.060
  9.575  -6.958  -6.842  -7.172
  9.600  -7.062  -6.940  -7.288
  9.625  -7.170  -7.041  -7.406
  9.650  -7.280  -7.145  -7.527
  9.675  -7.393  -7.251  -7.651
  9.700  -7.509  -7.360  -7.778
  9.725  -7.627  -7.471  -7.907
  9.750  -7.749  -7.584  -8.040
  9.775  -7.873  -7.701  -8.175
  9.800  -8.000  -7.820  -8.314
  9.825  -8.129  -7.941  -8.454
  9.850  -8.261  -8.065  -8.598
  9.875  -8.396  -8.191  -8.745
  9.900  -8.534  -8.320  -8.893
  9.925  -8.675  -8.451  -9.046
  9.950  -8.818  -8.585  -9.200
  9.975  -8.964  -8.721  -9.359
 10.000  -9.112  -8.859  -9.519
 10.025  -9.264  -9.000  -9.683
 10.050  -9.418  -9.143  -9.849
 10.075  -9.575  -9.289 -10.018
 10.100  -9.735  -9.437 -10.190
 10.125  -9.897  -9.587 -10.365
 10.150 -10.061  -9.740 -10.543
 10.175 -10.229  -9.894 -10.724
 10.200 -10.400 -10.051 -10.907
 10.225 -10.573 -10.211 -11.093
 10.250 -10.748 -10.372 -11.282
 10.275 -10.927 -10.536 -11.474
 10.300 -11.107 -10.702 -11.668
 10.325 -11.291 -10.870 -11.865
 10.350 -11.477 -11.041 -12.066
 10.375 -11.666 -11.213 -12.269
 10.400 -11.857 -11.388 -12.475
 10.425 -12.051 -11.565 -12.684
 10.450 -12.247 -11.745 -12.896
 10.475 -12.446 -11.927 -13.110
 10.500 -12.648 -12.111 -13.328
 10.525 -12.853 -12.296 -13.547
 10.550 -13.060 -12.484 -13.770
 10.575 -13.269 -12.674 -13.995
 10.600 -13.482 -12.864 -14.223
 10.625 -13.697 -13.058 -14.455
 10.650 -13.915 -13.253 -14.689
 10.675 -14.136 -13.450 -14.926
 10.700 -14.359 -13.649 -15.165
 10.725 -14.585 -13.851 -15.408
 10.750 -14.813 -14.055 -15.652
 10.775 -15.045 -14.260 -15.899
 10.800 -15.278 -14.468 -16.150
 10.825 -15.513 -14.678 -16.404
 10.850 -15.751 -14.888 -16.660
 10.875 -15.992 -15.099 -16.919
 10.900 -16.235 -15.313 -17.180
 10.925 -16.481 -15.526 -17.442
 10.950 -16.729 -15.743 -17.709
 10.975 -16.979 -15.959 -17.980
 11.000 -17.231 -16.179 -18.251
