#Name: J/ApJ/746/169
#Title: Luminosity function of broad-line quasars (Shen+, 2012)
#Table J_ApJ_746_169_table4:
#Name: J/ApJ/746/169/table4
#Title: Model LF and BHMF
#---Details of Columns:
#    logM ([Msun])   (F6.3)  [6/11] True Black Hole mass of the bin [ucd=phys.mass]
#    logPhiMa ([-])  (F7.3)  [-18.85/-4.28] Median BHMF for all BHs log{Phi}o (in Mpc^-3^logMsun^-1^ units) [ucd=phys.luminosity.fun]
#    ElogPhiMa ([-]) (F7.3)  The 84% percentile BHMF for logPhiMa log{Phi}+ (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
#    elogPhiMa ([-]) (F7.3)  The 16% percentile BHMF for logPhiMa log{Phi}- (in Mpc^-3^logMsun^-1^ units) [ucd=stat.error]
# ------ ------- ------- -------
# l              E       e            ogM ([ logPhiM logPhiM logPhiM
# ogM ([ logPhiM logPhiM logPhiM
# Msun]) a ([-]) a ([-]) a ([-])
# ------ ------- ------- -------
  6.000 -13.139 -10.934 -15.141
  6.025 -12.946 -10.796 -14.918
  6.050 -12.754 -10.660 -14.694
  6.075 -12.566 -10.527 -14.471
  6.100 -12.383 -10.393 -14.250
  6.125 -12.204 -10.262 -14.032
  6.150 -12.027 -10.130 -13.816
  6.175 -11.853 -10.000 -13.603
  6.200 -11.682  -9.870 -13.393
  6.225 -11.514  -9.743 -13.188
  6.250 -11.347  -9.619 -12.984
  6.275 -11.182  -9.495 -12.784
  6.300 -11.021  -9.372 -12.585
  6.325 -10.862  -9.252 -12.387
  6.350 -10.705  -9.132 -12.194
  6.375 -10.548  -9.016 -12.002
  6.400 -10.395  -8.901 -11.814
  6.425 -10.244  -8.788 -11.630
  6.450 -10.097  -8.676 -11.449
  6.475  -9.953  -8.565 -11.273
  6.500  -9.811  -8.456 -11.102
  6.525  -9.672  -8.350 -10.934
  6.550  -9.536  -8.246 -10.769
  6.575  -9.403  -8.143 -10.608
  6.600  -9.273  -8.043 -10.449
  6.625  -9.144  -7.944 -10.293
  6.650  -9.017  -7.849 -10.139
  6.675  -8.892  -7.756  -9.985
  6.700  -8.770  -7.665  -9.835
  6.725  -8.652  -7.577  -9.686
  6.750  -8.537  -7.489  -9.540
  6.775  -8.423  -7.402  -9.396
  6.800  -8.312  -7.320  -9.255
  6.825  -8.201  -7.240  -9.117
  6.850  -8.093  -7.160  -8.981
  6.875  -7.987  -7.084  -8.850
  6.900  -7.883  -7.006  -8.721
  6.925  -7.783  -6.928  -8.594
  6.950  -7.685  -6.852  -8.471
  6.975  -7.589  -6.777  -8.350
  7.000  -7.494  -6.705  -8.232
  7.025  -7.401  -6.634  -8.117
  7.050  -7.309  -6.565  -8.005
  7.075  -7.221  -6.499  -7.895
  7.100  -7.135  -6.437  -7.788
  7.125  -7.050  -6.377  -7.685
  7.150  -6.968  -6.319  -7.585
  7.175  -6.889  -6.263  -7.488
  7.200  -6.814  -6.208  -7.392
  7.225  -6.741  -6.157  -7.300
  7.250  -6.670  -6.108  -7.210
  7.275  -6.601  -6.061  -7.123
  7.300  -6.536  -6.015  -7.038
  7.325  -6.474  -5.972  -6.956
  7.350  -6.414  -5.931  -6.879
  7.375  -6.359  -5.891  -6.805
  7.400  -6.306  -5.854  -6.734
  7.425  -6.256  -5.818  -6.667
  7.450  -6.208  -5.784  -6.603
  7.475  -6.160  -5.753  -6.540
  7.500  -6.115  -5.722  -6.481
  7.525  -6.072  -5.695  -6.422
  7.550  -6.032  -5.670  -6.366
  7.575  -5.994  -5.648  -6.312
  7.600  -5.958  -5.628  -6.261
  7.625  -5.923  -5.610  -6.213
  7.650  -5.892  -5.595  -6.166
  7.675  -5.862  -5.581  -6.123
  7.700  -5.835  -5.570  -6.082
  7.725  -5.811  -5.561  -6.045
  7.750  -5.789  -5.554  -6.009
  7.775  -5.769  -5.550  -5.976
  7.800  -5.752  -5.548  -5.946
  7.825  -5.737  -5.549  -5.919
  7.850  -5.724  -5.552  -5.894
  7.875  -5.714  -5.557  -5.872
  7.900  -5.706  -5.564  -5.853
  7.925  -5.701  -5.573  -5.837
  7.950  -5.699  -5.583  -5.824
  7.975  -5.699  -5.595  -5.814
  8.000  -5.702  -5.608  -5.807
  8.025  -5.707  -5.623  -5.804
  8.050  -5.715  -5.639  -5.802
