#M1600     phi		sigma
−21.86	0.000003	0.000008
−21.11	0.000270	0.000089
−20.61	0.000661	0.000154
−20.11	0.001797	0.000231
−19.61	0.003031	0.000301
−19.11	0.004661	0.000353
−18.61	0.005855	0.000437
−18.11	0.007765	0.000617
−17.61	0.011541	0.000835
−17.11	0.010795	0.002006
−16.61	0.015992	0.003437
