#M1600     phi		sigma
−22.69	0.000005	0.000004
−22.19	0.000015	0.000009
−21.69	0.000144	0.000022
−21.19	0.000344	0.000038 
−20.69	0.000698	0.000068
−20.19	0.001624	0.000131
−19.69	0.002276	0.000199
−19.19	0.003056	0.000388
−18.69	0.004371	0.000689
−17.94	0.010160	0.000920
−16.94	0.027420	0.003440
−15.94	0.028820	0.008740
