#M1600     phi		sigma
−21.85	0.000003	0.000002
−21.35	0.000012	0.000004
−20.85	0.000041	0.000011
−20.10	0.000120	0.000040
−19.35	0.000657	0.000233
−18.60	0.001100	0.000340
−17.60	0.003020	0.001140
