-22.0000	2.7661e-07	2.5114e-07	1.2345e-06
-21.5172	8.5094e-07	7.1972e-07	2.5754e-06
-21.0345	2.4124e-06	1.8388e-06	4.8204e-06
-20.5517	6.3530e-06	4.2196e-06	8.4113e-06
-20.0690	1.5704e-05	8.6930e-06	1.4230e-05
-19.5862	3.6563e-05	1.5944e-05	2.1793e-05
-19.1034	8.0461e-05	2.8089e-05	3.3694e-05
-18.6207	1.6804e-04	5.4436e-05	6.1831e-05
-18.1379	3.3533e-04	1.1185e-04	1.3480e-04
-17.6552	6.4033e-04	2.4534e-04	3.0419e-04
-17.1724	1.1719e-03	5.0751e-04	6.5571e-04
-16.6897	2.0428e-03	9.7280e-04	1.3623e-03
-16.2069	3.3919e-03	1.7700e-03	2.7515e-03
-15.7241	5.3668e-03	3.3674e-03	5.1348e-03
-15.2414	8.1172e-03	6.4049e-03	9.7265e-03
-14.7586	1.1772e-02	1.0840e-02	1.7851e-02
-14.2759	1.6305e-02	1.6043e-02	3.1235e-02
-13.7931	2.1874e-02	2.1846e-02	5.3058e-02
-13.3103	2.7235e-02	2.7235e-02	8.6571e-02
-12.8276	3.1611e-02	3.1611e-02	1.3499e-01
-12.3448	3.3924e-02	3.3924e-02	2.0011e-01
-11.8621	3.0371e-02	3.0371e-02	2.8530e-01
-11.3793	2.1440e-02	2.1440e-02	3.8201e-01
-10.8966	1.0956e-02	1.0956e-02	4.8093e-01
-10.4138	3.8030e-03	3.8030e-03	5.6554e-01
-9.9310	8.0351e-04	8.0351e-04	6.0540e-01
-9.4483	7.5915e-05	7.5915e-05	6.1778e-01
-8.9655	2.7963e-06	2.7963e-06	5.8923e-01
-8.4828	3.0780e-08	3.0780e-08	5.3973e-01
-8.0000	5.3739e-11	5.3739e-11	4.5732e-01
