-22.0000	5.8133e-05	4.6367e-05	1.3125e-04
-21.5172	1.1324e-04	8.1964e-05	1.6601e-04
-21.0345	2.1148e-04	1.3549e-04	2.4607e-04
-20.5517	3.8148e-04	2.1146e-04	3.2463e-04
-20.0690	6.6741e-04	3.0478e-04	4.0554e-04
-19.5862	1.1359e-03	4.0701e-04	4.8395e-04
-19.1034	1.8840e-03	5.4120e-04	5.4328e-04
-18.6207	3.0442e-03	7.4019e-04	6.7257e-04
-18.1379	4.8108e-03	1.0488e-03	9.9536e-04
-17.6552	7.4447e-03	1.8012e-03	1.7667e-03
-17.1724	1.1297e-02	3.2510e-03	3.2401e-03
-16.6897	1.6736e-02	5.5694e-03	6.0290e-03
-16.2069	2.4140e-02	9.2422e-03	1.0745e-02
-15.7241	3.3821e-02	1.5438e-02	1.8853e-02
-15.2414	4.6178e-02	2.6746e-02	3.2239e-02
-14.7586	6.1472e-02	4.5723e-02	5.1051e-02
-14.2759	7.9177e-02	7.0165e-02	8.3478e-02
-13.7931	1.0001e-01	9.6929e-02	1.3097e-01
-13.3103	1.2165e-01	1.2116e-01	2.0268e-01
-12.8276	1.4116e-01	1.4114e-01	3.0269e-01
-12.3448	1.5441e-01	1.5441e-01	4.4040e-01
-11.8621	1.5837e-01	1.5837e-01	6.1414e-01
-11.3793	1.3803e-01	1.3803e-01	8.3994e-01
-10.8966	9.8863e-02	9.8863e-02	1.0850e+00
-10.4138	5.4882e-02	5.4882e-02	1.3289e+00
-9.9310	2.1718e-02	2.1718e-02	1.5282e+00
-9.4483	5.7444e-03	5.7444e-03	1.6174e+00
-8.9655	7.6643e-04	7.6643e-04	1.6395e+00
-8.4828	4.4913e-05	4.4913e-05	1.5640e+00
-8.0000	9.1968e-07	9.1968e-07	1.4384e+00
