24.2  10.4  10.4  71  0  0
16.8  7.2  7.1  210  0  0
18.4  7.9  7.8  54  0  0
26.6  11.4  11.3  45  0  0
66.7  28.6  28.6  269  0  0
18.4  7.9  7.8  217  0  0
608  26  26.1  167  0  0
15.3  6.6  6.5  124  0  0
9.64  4.1  4.2  39  0  0
42.1  18.1  18  39  0  0
42.1  18.1  18.0  100  0  0
