10.22  7.86
10.53  8.15
11.22  8.02
11.27  8.07
10.58  8.02
10.11  7.92
10.84  7.83
9.86  7.57
10.11  7.69
10.97  7.99
10.39  7.29
10.57  7.50
10.13  7.75
9.77  7.68
10.67  7.69
10.17  7.46
11.44  7.98
9.88  7.38
10.47  7.83

