#M1600     phi		sigma
-22.52	0.000006	0.000005
-21.77	0.000076	0.000038
-21.27	0.000402	0.000078
-20.77	0.000769	0.000117 
-20.27	0.001607	0.000157
-19.77	0.002205	0.000189
-19.27	0.003521	0.000239
-18.77	0.004557	0.000297
-18.27	0.006258	0.000437
-17.77	0.011417	0.000656
-17.27	0.010281	0.001368
