-22.0000	1.6530e-08	6.2170e-09	9.0079e-09
-21.5172	5.9550e-08	1.8810e-08	2.4923e-08
-21.0345	1.9549e-07	5.0969e-08	6.2740e-08
-20.5517	5.9125e-07	1.2504e-07	1.4664e-07
-20.0690	1.6627e-06	2.8711e-07	3.0697e-07
-19.5862	4.3574e-06	5.8894e-07	5.8577e-07
-19.1034	1.0748e-05	1.1640e-06	1.1987e-06
-18.6207	2.5038e-05	2.4809e-06	2.6823e-06
-18.1379	5.5577e-05	5.5403e-06	6.0468e-06
-17.6552	1.1790e-04	1.2901e-05	1.3565e-05
-17.1724	2.3945e-04	2.9660e-05	3.0310e-05
-16.6897	4.6712e-04	6.2226e-05	6.6490e-05
-16.2069	8.7374e-04	1.2988e-04	1.3280e-04
-15.7241	1.5701e-03	2.4979e-04	2.6532e-04
-15.2414	2.7209e-03	4.8903e-04	5.4650e-04
-14.7586	4.5342e-03	9.4718e-04	1.0625e-03
-14.2759	7.2896e-03	1.8745e-03	2.0195e-03
-13.7931	1.1341e-02	3.7862e-03	3.7171e-03
-13.3103	1.6970e-02	7.5236e-03	6.5086e-03
-12.8276	2.4304e-02	1.4035e-02	1.1292e-02
-12.3448	3.3073e-02	2.3743e-02	1.9352e-02
-11.8621	4.1974e-02	3.5268e-02	3.2578e-02
-11.3793	4.8575e-02	4.5006e-02	5.3139e-02
-10.8966	4.9699e-02	4.8427e-02	8.2438e-02
-10.4138	4.3144e-02	4.2880e-02	1.1899e-01
-9.9310	3.0371e-02	3.0344e-02	1.5425e-01
-9.4483	1.6560e-02	1.6559e-02	1.7405e-01
-8.9655	6.2904e-03	6.2903e-03	1.6595e-01
-8.4828	1.4760e-03	1.4760e-03	1.2922e-01
-8.0000	1.8168e-04	1.8168e-04	7.8979e-02
