-22.0000	8.5669e-05	2.1210e-05	2.2739e-05
-21.5172	1.5755e-04	3.3308e-05	3.3703e-05
-21.0345	2.7868e-04	4.8549e-05	4.8900e-05
-20.5517	4.7935e-04	6.7812e-05	6.7813e-05
-20.0690	8.0469e-04	9.1777e-05	8.8834e-05
-19.5862	1.3205e-03	1.2075e-04	1.1048e-04
-19.1034	2.1165e-03	1.5229e-04	1.3853e-04
-18.6207	3.3247e-03	1.9541e-04	1.8629e-04
-18.1379	5.1353e-03	2.8063e-04	2.7857e-04
-17.6552	7.8005e-03	4.4793e-04	4.6551e-04
-17.1724	1.1697e-02	7.8880e-04	7.7709e-04
-16.6897	1.7238e-02	1.3347e-03	1.3378e-03
-16.2069	2.5120e-02	2.2987e-03	2.1587e-03
-15.7241	3.5991e-02	3.7706e-03	3.5136e-03
-15.2414	5.0873e-02	6.2152e-03	5.5495e-03
-14.7586	7.0912e-02	1.0472e-02	8.6131e-03
-14.2759	9.7225e-02	1.7959e-02	1.3241e-02
-13.7931	1.3043e-01	2.5045e-02	2.2955e-02
-13.3103	1.7236e-01	4.5681e-02	3.6315e-02
-12.8276	2.2311e-01	7.5458e-02	5.6621e-02
-12.3448	2.8629e-01	1.3187e-01	8.2725e-02
-11.8621	3.5728e-01	2.1330e-01	1.1980e-01
-11.3793	4.3083e-01	3.1511e-01	1.7249e-01
-10.8966	4.9279e-01	4.1630e-01	2.5082e-01
-10.4138	5.2785e-01	4.8980e-01	3.7717e-01
-9.9310	5.0855e-01	4.9487e-01	5.3422e-01
-9.4483	4.3018e-01	4.2708e-01	7.1927e-01
-8.9655	3.0826e-01	3.0788e-01	8.9028e-01
-8.4828	1.7111e-01	1.7109e-01	9.5852e-01
-8.0000	7.5898e-02	7.5897e-02	8.8346e-01
